Date 1,GOLL4.BS.Equity,GOAU4.BS.Equity,GFSA3.BS.Equity,OIBR4.BS.Equity,RUMO3.BS.Equity,ELET3.BS.Equity,POMO4.BS.Equity,ECOR3.BS.Equity,USIM5.BS.Equity,DTEX3.BS.Equity,ELET6.BS.Equity,MRVE3.BS.Equity,HGTX3.BS.Equity,BRAP4.BS.Equity,CSNA3.BS.Equity,CYRE3.BS.Equity,MRFG3.BS.Equity,CSAN3.BS.Equity,ENBR3.BS.Equity,SMLE3.BS.Equity,CESP6.BS.Equity,CPLE6.BS.Equity,BRPR3.BS.Equity,MULT3.BS.Equity,BRKM5.BS.Equity,ESTC3.BS.Equity,RENT3.BS.Equity,NATU3.BS.Equity,QUAL3.BS.Equity,GGBR4.BS.Equity,CPFE3.BS.Equity,SBSP3.BS.Equity,BRML3.BS.Equity,SANB11.BS.Equity,HYPE3.BS.Equity,CMIG4.BS.Equity,LAME4.BS.Equity,TBLE3.BS.Equity,TIMP3.BS.Equity,KLBN11.BS.Equity,SUZB5.BS.Equity,CTIP3.BS.Equity,PCAR4.BS.Equity,CRUZ3.BS.Equity,FIBR3.BS.Equity,BBDC3.BS.Equity,KROT3.BS.Equity,LREN3.BS.Equity,CCRO3.BS.Equity,VIVT4.BS.Equity,BBAS3.BS.Equity,EMBR3.BS.Equity,BVMF3.BS.Equity,VALE3.BS.Equity,BBSE3.BS.Equity,UGPA3.BS.Equity,JBSS3.BS.Equity,VALE5.BS.Equity,PETR3.BS.Equity,ITSA4.BS.Equity,CIEL3.BS.Equity,PETR4.BS.Equity,BRFS3.BS.Equity,BBDC4.BS.Equity,ABEV3.BS.Equity,ITUB4.BS.Equity
2012-06-29,8.92,22.14,2.63,75.484,0,14.25,4.525,16.17,6.32,8.785,19.52,9.3,38.1,32.94,11.38,14.698,9.34,27.725,12.716,0,34.953,44.2,16.789,49.16,13.38,8.1,27.953,47,17.56,17.7,24.614,25.667,23,13.689,11.87,20.545,10.6,37.15,11.16,0,3.97,25.095,79.997,29.476,14.88,18.939,3.631,56.35,16.33,49.98,19.53,13.36,10.25,40.13,0,45.2,6.03,39.16,18.9,6.24,20.514,18.25,30.39,22.682,15.458,21.255
2012-07-06,8.25,22.05,2.44,87.287,0,14.1,4.69,16.05,6.58,9.041,19.56,10.07,37.6,33.4,11.9,14.797,9.42,27.913,12.41,0,35.506,43.84,16.314,50.59,13.15,8.433,28.091,46.22,16.9,17.66,23.548,25.86,22.79,13.813,12.16,20.802,10.544,35.66,11.03,0,4.03,26.115,79.567,28.426,15.17,19.076,3.624,56.3,16.52,51.45,19.44,13.39,11.09,40.79,0,46.8,5.9,39.88,19.88,6.453,20.903,19.2,29.5,23.258,15.428,21.976
2012-07-13,8.68,21.64,2.37,87.287,0,13.6,4.57,15.5,6.34,8.851,18.84,10.08,37.5,32.44,10.78,13.824,8.98,27.457,12.43,0,35.049,42.02,15.747,49.2,12.02,8.283,26.617,45.35,16.4,17.46,22.482,25.423,21.3,12.667,11.97,20.747,10.592,36.3,10,0,4.12,25.645,77.548,28.666,15.19,18.712,3.544,53.7,16.16,48.7,18.8,12.4,11.29,40.23,0,47.05,5.74,39.32,20.25,6.387,21.042,19.55,28.15,22.598,14.998,21.901
2012-07-20,8.86,22.04,2.41,87.653,0,13.75,4.525,15.95,5.95,9.215,19.09,10.32,36.66,31.37,10.01,14.162,8.92,27.573,12.775,0,35.049,40.88,16.087,52.09,11.63,8.433,28.552,47.84,16.57,17.66,22.773,26.733,23.24,12.578,12.93,21.142,10.592,35.8,8.54,0,3.99,25.045,78.098,29.056,15.06,19.152,3.513,54.9,16.38,47.1,19.92,12.96,10.85,38.59,0,46.19,5.57,37.88,19.75,6.519,22.083,19.18,29,23.129,15.038,22.577
2012-07-27,9.47,23.03,2.57,90.581,0,13.96,4.99,16.64,6.63,9.917,19.67,10.91,39.8,30.4,9.84,14.896,9.74,28.584,13.377,0,35.906,41.45,17.214,52.1,12.55,8.367,31.333,51.3,17.7,18.28,23.131,28.287,24.29,13.796,13.33,21.607,11.704,37.5,9.3,0,4.14,25.685,84.497,30.996,16.01,19.508,3.8,60.43,17.6,47.82,21.63,12.97,11.89,37.55,0,48.14,5.55,36.8,20.8,7.121,21.476,20.17,28.75,23.712,15.958,24.343
2012-08-03,9.35,23.62,2.88,83.902,0,14.45,5,17.1,7.9,10.554,20.37,10.72,40.9,30.08,10.44,16.038,9.18,27.323,13.18,0,34.896,42.88,17.221,52.4,13.56,8.663,31.913,52.67,17.85,18.9,22.966,28.867,25.05,14.169,13.9,21.514,12.032,35.6,8.88,0,4.05,24.795,85.257,28.946,15.81,20.091,3.894,62.25,18.15,48.92,23.12,12.57,11.96,37.3,0,48.3,5.56,36.5,20.67,7.15,21.448,19.94,29.33,24.462,15.548,24.305
2012-08-10,10.76,24.8,3.59,86.006,0,15.2,5.6,16.62,8.02,10.86,20.65,11.42,43.76,31.19,10.85,17.21,9.9,28.316,13.417,0,35.506,44.2,16.399,52.19,14.22,9.767,31.315,52.45,17.9,19.7,23.645,29.927,24.45,13.956,13.77,21.935,12.224,36.71,8.76,0,4.17,24.446,84.197,27.976,16,21.212,4,65.45,18.61,50.64,24.18,13.25,11.75,38.58,0,46.32,5.57,37.66,22.01,7.466,21.278,21.07,29.8,25.871,15.456,25.68
2012-08-17,9.82,25.68,3.69,78.687,0,15.35,5.55,16.5,7.96,10.289,20.55,12.02,44.6,28.69,10.65,17.081,10.29,28.862,13.535,0,35.001,40.7,16.675,51.2,14.89,9.967,31.683,51.63,20.1,20.33,22.676,30.54,25.4,14.658,13.97,21.574,11.208,35.76,8.68,0,4.07,25.795,83.597,27.256,16.45,21.288,4.086,65.5,17.75,49.5,23.61,13.7,11.92,35.65,0,44.51,5.75,34.91,22.52,7.517,20.868,21.55,30.61,26.348,15.264,26.041
2012-08-24,10.25,23.72,4.09,76.124,0,15.1,5.595,16.33,8.41,10.413,20.63,11.39,42.8,27.51,10.92,16.386,10.46,30.329,13.427,0,35.144,40.3,16.767,52.3,13.95,10.367,33.866,52.47,19.1,18.79,21.9,30.45,24.99,14.249,13.66,20.802,11.688,35.8,7.89,0,4.65,26.895,86.077,27.137,16.26,20.856,3.95,65.05,17.6,45.84,23.02,13.59,11.76,34.53,0,44.8,5.91,33.92,21.96,7.348,20.278,21.23,33.18,25.795,15.22,25.552
2012-08-31,9.7,22.22,4.05,75.927,0,13.02,5.69,16.85,8.15,10.091,18.55,11.78,44.35,26.5,10,16.396,11.5,30.239,12.795,0,29.953,36.39,17.497,51.9,12.8,10.5,32.972,50.9,19.95,17.95,20.834,28.6,25.3,13.867,13.03,18.968,11.688,33.76,8.07,0,4.5,26.095,85.397,27.207,15.79,20.53,4.15,66.92,18.24,44,23.18,14,10.75,33.78,0,43.4,5.77,33.18,21.3,6.864,20.837,20.75,32.61,25,15.368,23.817
2012-09-07,9.38,24.16,3.99,77.207,0,13.05,5.555,17.21,9.63,10.231,18.97,11.7,44.65,27.28,10.52,16.962,10.72,31.268,13.318,0,30.277,35.85,17.398,53.5,14.6,11.05,32.632,52.4,20.25,19.27,22.53,29.7,26.2,14.071,13.6,19.691,12.352,34.4,7.94,0,4.58,25.535,86.997,27.256,16,20.682,4.249,69.91,18.59,45.8,24.82,13.75,11.72,34.52,0,45.1,5.74,34.09,21.84,7.04,21.455,21,32.81,25.477,15.494,24.343
2012-09-14,11.37,26.21,4.58,81.737,0,12.4,6.05,16.6,11.91,11.107,18.75,11.91,44.4,30.49,13.7,17.051,11.07,31.581,12.795,0,20.62,32.65,16.824,56.15,16.6,11,33.847,52.6,19.6,20.71,22.763,26.297,25.8,15.049,13.9,14.644,12.656,30.7,8.34,0,5.45,26.595,88.997,26.887,18.92,21.674,4.294,72.59,16.82,45.89,26.5,14.34,12.55,38.65,0,45,6.09,37.7,24.35,7.554,20.444,23.3,36.1,27.053,15.43,26.221
2012-09-21,11.5,25.76,4.54,79.866,0,12.08,5.825,17.29,11.54,10.744,18.79,11.81,45.21,29.77,12.85,17.826,10.8,32.226,12.825,0,20.572,32.52,17.391,59.1,15.68,10.967,32.586,55.2,20,20.14,22.046,25.483,27.58,14.72,14.85,14.266,12.552,32.5,8.2,0,5.75,26.735,88.187,27.456,18.52,21.97,4.388,72,17.72,44.64,26.52,13.75,12.6,37.62,0,45.68,6.67,36.7,23.45,7.275,20.66,22.7,35.31,26.97,15.478,25.282
2012-09-28,11.57,24.43,4.46,80.26,0,12.1,5.925,17.65,10.12,10.983,18.23,12.13,45.83,28.14,11.42,17.28,11.8,33.129,12.697,0,20.62,33.1,18.737,59.69,14.27,11.333,32.788,55.25,19.8,19.28,21.697,27.663,28.15,13.173,14.89,13.456,12.696,32,7.83,0,5.33,26.595,90.547,27.496,18.43,20.22,4.338,67.9,18.35,44.29,24.8,13.61,12.25,36.49,0,45.61,6.72,35.27,23.3,6.629,17.566,22.37,35.01,24.674,15.536,22.983
2012-10-05,11.24,23.9,3.9,83.706,0,11.88,5.925,18.15,10.16,11.38,17.3,12.59,46,28.05,11.05,17.975,12.03,33.505,12.085,0,18.639,31.75,18.843,60.33,14.19,12.033,32.604,55.68,19.45,18.74,21.513,30.167,28.46,13.36,15.59,13.428,13.56,32,7.43,0,5.28,26.145,94.497,27.976,18.35,20.038,4.613,73.46,18.24,45.55,23.5,13.6,12.4,35.91,0,46.2,6.59,34.98,23.1,6.673,18.403,22.25,36.75,24.508,16.384,23.133
2012-10-12,10.44,24.4,4.47,83.903,0,11.76,5.8,18.09,9.56,11.595,17.05,12.37,47.01,29.08,11.22,18.074,11.56,34.534,12.055,0,18.667,31.75,19.53,61.5,13.92,12.083,32.991,55.37,19.7,19.08,21.639,28.833,29.29,13.351,16.24,13.768,14.104,32.23,7.2,0,5.57,25.695,95.707,27.896,18.99,19.621,4.813,76.41,17.75,45.3,23.11,14.15,12.88,37.4,0,46,6.75,36.2,23.35,6.475,17.986,22.5,37,23.917,16.42,22.276
2012-10-19,10.6,22.73,4.29,81.737,0,11.91,6.07,17.35,10,11.653,17.25,12.08,44.11,29.21,11.41,18.005,12.1,33.684,12.272,0,18.801,31.64,19.622,61.2,14.2,12.333,31.95,55.25,19,18,22.482,28.37,28.82,13.005,16.85,13.932,13.92,33.6,7.31,0,5.83,24.196,95.897,28.026,19.35,20.273,4.656,74.75,17.87,44.5,22.7,14.3,13.26,36.6,0,41.5,6.8,35.53,23.03,6.497,17.201,22.25,37.01,24.508,16.794,22.164
2012-10-26,10.16,22.26,3.79,81.54,0,11.52,6.065,17.5,9.7,11.669,16.31,10.6,46,29.48,11.07,17.081,10.51,34.104,12.46,0,18.334,30.89,18.418,58.5,13.91,12.867,31.757,54.05,19.81,17.6,22.811,28.493,26.8,12.311,15.61,13.456,13.624,34.89,6.89,0,5.37,22.796,92.497,26.637,17.7,20.189,4.806,72,18.01,43.9,21.78,14.17,13.27,37.03,0,42.7,6.63,35.95,22.89,6.504,16.927,22.1,37.7,24.25,16.44,22.231
2012-11-02,10.09,23.24,3.7,80.851,0,11.58,6.32,17.6,10.29,11.893,16.8,10.6,48.4,30,11.5,17.528,10.7,35.652,12.864,0,17.372,30.5,18.524,59.73,14.2,13.13,33.617,55,20.9,17.97,23.16,28.667,26.93,12.907,16.27,13.642,13.84,35.84,7.45,0,5.55,23.596,91.997,26.497,18.02,21.03,5.119,77,17.89,45.47,23.09,14.2,13.5,38.39,0,42.7,6.89,37.17,21.65,6.827,18.073,20.85,37,25.136,16.598,23.291
2012-11-09,10.4,22.97,3.77,80.26,0,10.06,6.065,18.03,10.66,11.76,13.76,10.65,45.43,28.86,11.05,17.776,10.7,35.402,12.322,0,16.353,27.85,17.603,58.97,13.85,13.163,32.733,55.29,21.8,18.13,21.658,27.933,26.04,12.445,15.32,12.848,13.976,33.72,7.7,0,5.53,24.096,90.897,27.366,19,20.515,5.663,77,18.57,47.09,20.95,14.14,13.25,37.3,0,43.65,6.57,36.33,21.44,6.534,18.76,20.78,36.59,24.394,16.148,22.404
2012-11-16,9.65,22.03,3.7,78.093,0,9.25,6,17.66,10.7,11.76,11.6,9.81,46.09,27.8,9.83,16.237,11.1,34.901,12.243,0,15.239,27.18,17.568,58.04,12.85,12.65,33.129,56.45,21.3,17.33,21.484,28.76,26.7,12.222,14.87,12.563,14.592,33.1,7.61,0,5.5,23.556,90.807,28.596,19.24,21.727,5.313,74.9,18.7,47.38,21.02,13.77,12.7,35.48,0,43.4,6.05,34.65,19.62,6.578,19.097,19.03,37.1,24.826,16.814,22.569
2012-11-23,9.86,23.98,3.97,81.737,0,6.63,6.23,17.95,11.8,12.149,7.7,10.96,47.3,28.64,10.7,17.975,12.09,35.733,12.312,0,16.096,27.6,18.021,58.29,13.75,12.603,33.147,55.4,21.94,18.85,22.094,30.1,27.49,13.129,15.55,13.521,14.712,34.34,7.77,0,6.21,22.296,92.067,29.816,20.63,23.826,5.344,75.6,18.84,48.95,21.5,14.38,12.57,36.92,0,44.3,6.1,35.91,19.82,7.055,19.167,19.17,39.64,26.477,17.21,24.11
2012-11-30,10.25,22.45,4.21,79.275,0,7.65,6.28,17.06,12.5,12.19,9.65,11.31,47.84,28.5,10.49,17.697,11.6,35.151,11.957,0,16.62,28.5,17.851,59,13.78,13.05,32.742,56.56,20.75,17.72,22.143,28.833,27.45,12.889,15.4,14.052,15.04,34.85,7.52,0,6.35,21.946,90.997,31.066,21.01,24.583,5.18,78.15,18.36,46.4,21.91,13.11,12.84,37.6,0,44,5.41,36.7,19.1,7.069,19.323,18.66,38.8,26.886,17.698,24.147
2012-12-07,10.55,23.22,4.88,78.586,0,6.67,6.49,17.13,12.43,11.909,9.2,12.14,46,29.15,10.72,18.571,8.45,35.115,11.937,0,18.372,29.6,17.887,61.16,13.57,12.833,33.341,57.3,20.92,18.4,21.6,28.883,28.32,12.933,15.62,13.91,15.296,33.75,7.25,0,7.01,23.996,92.207,31.116,23.03,24.833,5.469,79.76,18.58,45.51,22.84,13.45,13.04,37.48,0,44.2,5.62,36.92,19.45,7.121,18.924,19.08,38.9,26.614,17.548,24.613
2012-12-14,10.79,22.7,4.72,80.063,0,6.64,6.285,16.5,11.46,12.339,9.74,11.4,45.87,31.97,11.61,17.21,8.55,35.849,12.677,0,18.096,31.85,17.844,60.29,13.09,13.167,34.059,57.25,20.6,18.03,21.571,28.497,27.35,13.058,16.2,13.97,14.52,33.38,7.52,0,6.75,23.736,95.547,32.136,22.09,26.364,5.438,79.03,18.67,46.8,22.38,12.77,13.75,41.2,0,43.5,5.95,39.75,20.55,7.084,18.924,20.21,40.71,27.227,17.598,24.493
2012-12-21,11.25,22.38,4.72,82.131,0,6.6,6.5,16.81,12.66,12.331,10.25,11.81,42,32,11.73,17.776,8.73,37.441,12.677,0,17.391,32.35,18.134,59.25,13.03,13.663,34.52,56.24,21.3,17.8,21.241,28.9,27.43,13.333,16.25,14.863,14.4,32.96,7.91,0,6.91,25.335,90.437,30.796,22.73,27.045,5.781,78.35,18.79,48.83,25.2,14.43,13.78,41.89,0,45.2,5.93,40.5,20.88,7.407,19.097,20.69,42.68,27.977,17.248,25.853
2012-12-28,12.9,22.9,4.71,81.934,0,6.33,6.45,17.3,12.8,12.273,10.48,11.98,41.99,32.83,11.86,17.766,8.48,37.352,12.322,0,18.467,31.7,18.064,60.2,12.8,13.907,34.538,58.64,21.21,17.93,20.738,28.957,27.02,13.307,16.62,13.278,14.664,33.35,8.2,0,7.02,25.385,90.497,30.806,22.57,25.712,5.781,79.75,19.45,49,25.6,14.45,14,42.28,0,46.29,6,40.87,19.55,7.113,19.788,19.52,42.19,26.644,17.114,25.086
2013-01-04,12.57,23.79,4.73,83.903,0,7.08,6.675,17.87,12.54,11.835,11.22,11.64,44.73,33.2,12.26,17.578,9.08,37.674,11.838,0,18.477,30.72,18.269,59.92,13.6,13.33,35.367,59.8,21.92,18.91,20.631,28.627,27.65,13.227,16.55,12.878,14.56,32.9,7.98,0,7.14,26.025,91.497,31.846,23.34,27.871,5.738,80.13,19.88,50.19,26,14.34,13.9,42.53,0,46.7,6.37,41.17,20.78,7.547,20.462,20.48,44.1,28.371,17.278,26.439
2013-01-11,13.84,22.92,4.72,86.956,0,6.51,6.48,18,12.09,11.901,10.65,11.15,39.15,31.45,12.62,18.382,8.77,38.05,11.355,0,18.286,30.7,18.914,59.09,13.37,14.153,33.341,56.8,22,18.15,20.079,29.19,27.15,13.787,16.17,13.06,14.416,34.86,8.05,0,7.55,25.185,88.997,31.396,24.68,27.348,5.699,79.81,19.78,50.78,25.98,13.89,14,41.27,0,46.39,6.25,39.53,20.18,7.554,19.201,19.88,45,28.235,17.398,26.326
2013-01-18,14.8,22.63,5.23,90.305,0,7.32,6.5,17.39,12.3,11.57,12.23,11.12,38.2,31.22,12,18.313,9.91,38.336,11.986,0,19.391,31.85,19.126,58.1,13.86,13.9,32.65,55.6,22.3,17.9,20.834,30.2,26.8,13.805,16.17,13.718,14.36,35.4,8.47,0,7.73,24.696,90.137,32.346,25.78,28.03,5.463,78.54,19.99,51.75,26.2,14.2,13.92,40.61,0,45.5,7.1,39.2,19.9,7.745,18.931,19.58,45.61,28.977,18.372,27.092
2013-01-25,14.75,22.32,5,78.389,0,7.25,6.575,17.46,10.57,11.587,12.65,10.9,36.5,30.52,11.38,17.876,10.15,39.803,12.184,0,19.905,33.22,18.815,57.19,13.96,14.267,33.525,55.15,21.33,17.69,20.805,30.257,26.85,13.013,16.48,13.254,13.824,36.03,8.6,0,7.81,24.716,88.667,32.296,26.2,27.538,5.694,78.27,20.27,50.52,25.4,15.93,13.64,40,0,45.5,7.59,38.63,19.92,7.701,19.01,19.61,45.6,28.598,18.478,26.852
2013-02-01,14.4,22.23,5.1,79.964,0,7.12,6.825,17.81,10.29,11.364,12.62,11.47,38.2,31.3,11.15,17.459,10.42,42.049,12.312,0,18.858,33.19,18.68,57.65,15.31,14.93,33.617,53.94,20.6,17.5,20.05,30.183,26.72,13.182,17.31,12.925,14.648,35.1,8.84,0,7.44,25.235,93.897,32.326,24.56,26.621,6.131,78.46,20.8,50.67,24.3,16.4,14.33,40.85,0,49.03,7.47,39.2,18.62,7.378,20.017,18.46,42.56,27.591,18.502,25.657
2013-02-08,13.8,21.96,4.83,77.502,0,6.85,6.455,17.69,10.36,11.884,11.61,11.4,39.01,30.51,10.58,17.032,9.87,41.825,11.631,0,18.524,30.64,17.759,57,14.87,14.887,34.538,53.52,20.85,17.32,19.342,30.553,26.8,12.782,17.76,12.749,14.8,34.15,8.46,0,6.77,24.646,94.947,32.056,23.52,26.591,6.313,78.5,21.37,50.48,23.82,16.11,13.44,39.34,0,49.39,7.08,37.74,16,7.304,19.167,17.74,41.15,26.97,18.498,25.447
2013-02-15,13.28,21.95,4.4,71.2,0,6.8,6.67,17.7,10.14,11.603,11.85,11.63,38.55,29.6,10.63,17.032,10.01,41.602,11.601,0,18.096,30.59,17.589,54.7,14.19,15.9,34.584,53.4,20.1,17.21,19.158,30.963,25.8,13.031,17.74,13.477,14.24,34.9,8.11,0,6.57,24.476,94.447,31.336,22.9,27.235,6.4,75.12,20.36,48.31,24.4,16.14,13.9,38.3,0,49.4,7.3,36.47,15.7,7.569,19.566,17.63,41.1,27.545,18.204,26.431
2013-02-22,12.85,20.37,4.24,72.578,0,6.13,6.565,16.93,9.24,12.149,11.59,11.94,39.35,27.1,9.72,16.753,9.99,40.922,11.838,0,17.258,29.3,17.178,55.74,14.25,16.037,33.893,52.33,22,16.21,18.896,30.6,25,12.729,16.7,13.325,13.744,34,8.25,0,6.57,24.196,95.947,30.936,22.34,26.864,6.4,74.3,19.9,48.47,25.72,16.55,13.19,35.72,0,52.68,6.72,34.1,15.1,7.576,20.104,17.15,43.61,27.023,18.126,26.371
2013-03-01,12.62,20.27,4.1,71.397,0,6.85,6.65,17.2,9.69,13.347,12.32,12.43,39.1,28.4,9.72,17.29,9.4,41.575,12.006,0,17.239,29.38,17.497,58,14.06,16.163,34.621,52.19,22.23,15.93,19.284,32.003,26.18,12.871,17.5,13.689,14.256,33.41,8.7,0,6.61,23.986,99.497,31.466,22.26,27.045,6.401,76,19.94,52.3,26.82,16.87,13.16,36.75,0,50.85,6.6,35.25,14.68,7.605,20.767,16.9,42.86,27.083,17.678,26.446
2013-03-08,13.4,20.32,4.05,70.215,0,7.3,6.975,17.04,10.32,13.182,12.55,10.99,39.8,28.03,10.64,17.161,9.06,41.521,12.45,0,18.334,30.39,17.178,58.9,14.59,15.643,33.967,50.55,22.2,15.95,20.263,31.55,25.86,14.116,18.06,14.887,14.6,34.67,8.8,0,6.48,25.525,101.457,31.656,22.3,27.652,6.428,75.3,19.72,53.66,27.27,16.94,14.01,36.34,0,49.42,7.04,34.72,16.7,7.95,20.524,18.37,45,28.091,17.674,27.724
2013-03-15,14.3,19.1,3.71,69.526,0,6.76,6.85,16.85,10.14,13.058,12.26,9.8,37.8,26.86,9.78,16.386,9.36,41.834,12.815,0,19.362,29.98,16.824,58.2,14.44,15.187,33.884,48.5,21,15.2,20.689,30.45,25.33,13.689,17.03,14.952,14.48,35.17,8.25,0,7.05,24.765,105.587,30.746,22.08,28.909,6.03,72,19.32,52.68,26.35,17.07,13.73,34.73,0,50.2,7.21,33.59,17.8,7.613,19.844,19.09,43.7,28.061,16.98,26.732
2013-03-22,12.5,18.73,3.78,60.9,0,6.38,6.745,16.8,10.21,13.116,11.38,8.7,37.65,26.35,9.3,16.535,8.92,39.768,12.282,0,18.801,28.12,15.584,57.5,13.6,14.533,33.709,49.39,20.25,14.96,19.555,30.41,24.15,13.085,16.62,13.366,13.68,33.33,8.5,0,7.06,23.986,103.297,28.76,22.08,27.583,5.895,71.99,19.16,53,26.6,17.39,13.18,34.71,0,49.46,6.85,33.2,17.01,7.547,19.722,18.63,43.19,27.144,16.934,26.514
2013-03-29,11.8,19.5,4.04,61,0,6.99,7.175,17.39,10.82,13.471,12.7,8.39,36.1,26.33,9.13,17.21,8.44,40.564,12.45,0,19.382,30.93,15.868,58,13.65,14.633,33.249,49.38,20.31,15.56,20.447,32.133,25.16,12.987,15.89,13.877,13.92,34.74,8.92,0,7.75,23.996,106.807,29.54,24.4,29.333,6.488,75.62,20.54,53.95,27.45,18,13.64,34.9,0,51.1,6.8,33.24,16.85,7.745,20.67,18.35,44.6,28.45,16.864,27.04
2013-04-05,11.15,19.22,4.23,59.3,0,6.47,7.15,16.88,11.11,13.471,11.95,9.32,38.9,26,8.43,18.005,7.92,39.723,12.361,0,20.905,34.3,15.513,55.45,14.5,14.6,32.696,48.5,19.7,15.15,20.582,31.377,23.76,12.542,15.55,13.718,14.088,34.58,8.54,0,7.75,24.046,106.497,31.22,24.1,28.6,6.448,73.35,20.27,51,26.58,17.14,13.71,34.56,0,50.2,6.41,32.6,16.32,7.297,20.847,17.8,44.51,27.758,16.578,25.409
2013-04-12,11.58,18.4,4.41,54.1,0,6.08,7,16.85,10.98,13.438,11,9.25,38.15,26,8.18,18.025,7.37,38.989,11.53,0,20.115,34.1,15.117,54.85,15.22,14.617,31.176,48.55,18.74,14.51,20.641,30.833,22.72,12.845,15.98,13.812,13.704,35.86,8.52,0,7.72,24.306,106.347,31.1,22.75,29.6,6.6,71.45,19.78,52.7,28.35,17.56,13.2,34.58,0,51.43,6.38,32.93,16.41,7.488,21.84,17.96,46.17,28.5,15.995,25.995
2013-04-19,13.3,19.3,3.93,52.5,0,5.32,6.695,17.4,10.44,12.975,9.9,8.96,38.02,24.77,7.85,17.598,6.25,40.242,11.778,0,20.772,35.17,15.584,56.75,14.66,14.617,31.904,49.88,18.67,15.21,20.834,30.897,23.62,12.96,16.15,14.682,13.568,35.18,8.29,0,7.46,22.896,109.95,30.5,22.29,28.033,6.3,71.46,19.5,52.2,26.6,16.93,13.14,32.1,0,53.77,6.15,30.65,16.74,7.231,22.326,18.48,48.4,26.917,16.027,25.101
2013-04-26,13.35,19.1,3.97,51.7,0,5.26,6.585,17.3,10.06,13.182,10.16,8.47,39.85,25.34,7.74,17.439,6.49,41.065,11.699,0,20.467,34.85,15.896,56.54,16.55,15.39,32.42,48.14,19.65,15.1,20.534,29.05,23.55,12.507,16.15,14.488,13.728,34.6,8.35,0,7.22,23.496,108.07,29.51,21.02,27.85,6.675,73.73,19.6,52.45,25.19,16.39,13.63,33.13,0,53.4,5.96,31.68,18.04,7.047,21.535,19.29,47.73,26.433,15.639,24.621
2013-05-03,11.99,19.51,4.04,46,0,5.04,6.65,17.39,9.41,14.091,8.5,8.27,40.4,24.81,7.77,17.6,6.97,42.335,12.126,19.637,20.486,35.64,15.018,56.8,17.05,15.993,32.087,50,19.35,15.52,21.077,28.22,23.4,12.667,15.9,14.156,13.736,35.34,8.3,0,7.27,24.686,111.5,30.12,21.39,28.642,7.1,74.06,19.67,54.1,24.79,17.81,14.4,33.8,17.75,53.69,6.19,32.2,19,7.34,22.546,20,48.59,27.458,16.556,25.319
2013-05-10,12.17,17.92,4.21,46,0,4.84,6.575,17.67,8.71,13.518,8.21,8.03,41.75,25.08,7.29,17.38,6.5,41.906,11.938,19.678,20.677,35.45,14.982,58.47,16.56,16.48,32.358,50.26,19.1,14.1,21.174,27.69,23.6,12.8,16.85,14.308,13.88,36.06,8.34,0,7.85,25.395,109.75,29.62,21.55,28.367,7.225,76.59,20.34,52.93,25.42,18.04,14.43,34.24,17.91,55,6.21,32.5,19.2,7.478,22.954,19.95,49.72,27.917,17.1,26.048
2013-05-17,11.13,17.33,3.86,49,0,5.06,6.825,17.45,8.67,13.391,9.3,6.95,43.01,23.13,6.7,18.28,7.64,41.942,12.474,19.587,20.667,35.97,15.584,59.65,16.65,16.467,32.3,52.55,18.85,13.62,21.765,25.51,24.25,13.191,17.28,14.653,13.896,36.3,8.32,0,7.75,25.146,112.01,29.85,21.7,28.917,7.788,77.99,20.42,53.78,25.92,18.84,14.16,31.65,18.84,55.38,6.88,29.91,19.06,7.543,21.958,19.95,49.8,28.517,17.458,26.484
2013-05-24,10.47,17.08,3.97,45.5,0,6.18,6.76,17.42,9.33,13.673,11.45,7.82,43.14,22.93,7.05,18.8,7.71,43.123,12.872,21.16,20.82,36.53,15.528,58.35,16.88,17.21,34.128,53.16,19.11,13.24,22.84,27.45,23.78,13.511,17.4,15.495,14.304,37.5,8.5,0,7.68,24.607,110,30,22.77,28.933,7.863,81.4,19.75,54.5,26.69,18.81,14.3,31.7,18.04,54.45,6.9,30.15,18.69,7.73,22.704,20.05,49.4,28.625,17.088,27.174
2013-05-31,9.31,16.6,3.81,39.7,0,5.66,6.95,16.95,8.9,13.455,10.01,6.65,38.49,22.06,6.61,17,7.58,42.317,12.574,20.501,19.982,32.85,14.883,55.99,16.71,16.65,31.836,50.72,19,13.05,21.813,26.88,22,13.538,17.1,14.355,13.8,36.95,8.15,0,7.74,23.247,103.79,29.07,23.5,29.75,7.863,74.5,19.54,52.7,25.4,19.54,14.05,30.45,18.47,54,7,28.65,18.97,7.665,22.917,20.05,49.92,28.608,16.388,26.777
2013-06-07,8.22,16.12,3.65,48,0,5.05,6.8,16.48,8.24,12.427,9,6.12,36.1,21.61,6.14,16.45,7.45,39.884,12.425,20.938,19.143,33.16,14.075,53.98,16.45,15.7,31.004,49.93,18.65,12.8,21.464,26.09,21.15,12.933,16.55,13.685,13,36,7.96,0,7.79,22.897,105,27.92,24.3,27.45,7.375,71.84,18.75,53.1,23.7,19.3,13.6,30.77,17.9,52.2,7.13,29.06,17.62,7.307,22.192,18.84,48.89,26.45,15.813,25.826
