Date 1,HEXW.IN.Equity,FAG.IN.Equity,FORH.IN.Equity,TPW.IN.Equity,TGBL.IN.Equity,TRCL.IN.Equity,NTCPH.IN.Equity,TI.IN.Equity,GFLC.IN.Equity,PEPL.IN.Equity,SI.IN.Equity,HWA.IN.Equity,WLSI.IN.Equity,IRB.IN.Equity,ADE.IN.Equity,RCAPT.IN.Equity,WHIRL.IN.Equity,AIAE.IN.Equity,INXW.IN.Equity,NACL.IN.Equity,VOLT.IN.Equity,GPPV.IN.Equity,APTY.IN.Equity,BIOS.IN.Equity,CIFC.IN.Equity,SPADV.IN.Equity,MPHL.IN.Equity,BOI.IN.Equity,RELI.IN.Equity,GRHF.IN.Equity,MACA.IN.Equity,IDBI.IN.Equity,SANL.IN.Equity,MRPL.IN.Equity,INFOE.IN.Equity,PI.IN.Equity,SJVN.IN.Equity,TTCH.IN.Equity,IPCA.IN.Equity,UNBK.IN.Equity,FB.IN.Equity,CRG.IN.Equity,RPWR.IN.Equity,TVSL.IN.Equity,BOOT.IN.Equity,SUEL.IN.Equity,PFIZ.IN.Equity,TCOM.IN.Equity,JUBI.IN.Equity,LTFH.IN.Equity,DITV.IN.Equity,SCUF.IN.Equity,CBOI.IN.Equity,JSW.IN.Equity,NBCC.IN.Equity,TMX.IN.Equity,MTCL.IN.Equity,X3M.IN.Equity,GDSP.IN.Equity,WIL.IN.Equity,NLC.IN.Equity,EXID.IN.Equity,ATD.IN.Equity,MAX.IN.Equity,PLNG.IN.Equity,CRISIL.IN.Equity,AJP.IN.Equity,CBK.IN.Equity,KNPL.IN.Equity,ALPM.IN.Equity,SUNTV.IN.Equity,BYRCS.IN.Equity,MMFS.IN.Equity,RJEX.IN.Equity,WPL.IN.Equity,BRGR.IN.Equity,RCOM.IN.Equity,VED.LN.Equity,HNDL.IN.Equity,GILL.IN.Equity,PAG.IN.Equity,TPWR.IN.Equity,PIEL.IN.Equity,HAVL.IN.Equity,SUF.IN.Equity,AMRJ.IN.Equity,MRF.IN.Equity,BDE.IN.Equity,BJHI.IN.Equity,NHPC.IN.Equity,APHS.IN.Equity,SAIL.IN.Equity,DLFU.IN.Equity,SHTF.IN.Equity,PG.IN.Equity,IDFC.IN.Equity,IDFC.F.IN.Equity,LICHF.IN.Equity,CSTRL.IN.Equity,TATA.IN.Equity,JSTL.IN.Equity,UBBL.IN.Equity,UPLL.IN.Equity,PNB.IN.Equity,AL.IN.Equity,ABB.IN.Equity,RECL.IN.Equity,ACC.IN.Equity,IHFL.IN.Equity,BHFC.IN.Equity,ABNL.IN.Equity,CLGT.IN.Equity,SKB.IN.Equity,MRCO.IN.Equity,BHE.IN.Equity,HPCL.IN.Equity,PNB.F.IN.Equity,BAF.IN.Equity,CAIR.IN.Equity,OINL.IN.Equity,TRP.IN.Equity,YES.IN.Equity,HMN.IN.Equity,VEDL.IN.Equity,BJFIN.IN.Equity,ESOIL.IN.Equity,CCRI.IN.Equity,PIDI.IN.Equity,GLXO.IN.Equity,TTAN.IN.Equity,TTAN.F.IN.Equity,KKC.IN.Equity,POWF.IN.Equity,DIVI.IN.Equity,GNP.IN.Equity,GRASIM.IN.Equity,ACEM.IN.Equity,GRASIM.F.IN.Equity,OFSS.IN.Equity,Z.IN.Equity,BRIT.IN.Equity,BOB.IN.Equity,GAIL.IN.Equity,MSS.IN.Equity,CDH.IN.Equity,SRCM.IN.Equity,NMDC.IN.Equity,ARBP.IN.Equity,SIEM.IN.Equity,HMCL.IN.Equity,GCPL.IN.Equity,UNSP.IN.Equity,IIB.F.IN.Equity,IIB.IN.Equity,DABUR.IN.Equity,EIM.IN.Equity,BHEL.IN.Equity,TECHM.IN.Equity,CIPLA.IN.Equity,HZ.IN.Equity,IDEA.IN.Equity,NEST.IN.Equity,BPCL.IN.Equity,BJAUT.IN.Equity,PWGR.IN.Equity,PWGR.F.IN.Equity,ADSEZ.IN.Equity,MM.IN.Equity,BOS.IN.Equity,DRRD.IN.Equity,APNT.IN.Equity,BHIN.IN.Equity,UTCEM.IN.Equity,LPC.IN.Equity,NTPC.IN.Equity,IOCL.IN.Equity,TTMT.IN.Equity,TTMT.A.IN.Equity,KMB.IN.Equity,KMB.F.IN.Equity,AXSB.IN.Equity,MSIL.IN.Equity,MSIL.F.IN.Equity,HCLT.IN.Equity,BHARTI.IN.Equity,WPRO.IN.Equity,LT.IN.Equity,ICICIBC.IN.Equity,SBIN.IN.Equity,HDFC.IN.Equity,HUVR.IN.Equity,ONGC.IN.Equity,SUNP.IN.Equity,COAL.IN.Equity,HDFCB.IN.Equity,INFO.IN.Equity,ITC.IN.Equity,RIL.IN.Equity,HDFCB.F.IN.Equity,TCS.IN.Equity
2013-12-29,131.85,1549.8,104.6,117.95,158.05,190.45,815.4,158.9,235.65,166.5,423.85,2683.8,71.55,92.85,54.54,362.3,210.15,478.35,0,37.9,116.91,62.35,100.7,465.9,247.4,160.45,423.05,236.2,430.8,125.78,46.75,65.85,2741.27,42.45,466.7,247.1,20.6,272.47,717.6,130.1,42.18,129.25,73.75,68.7,1706.35,10.55,1161.95,298.9,1259.9,74.35,59.7,1061.15,51.6,55.55,155.2,699.3,775.91,3643.3,267.84,1967.15,59.75,120.9,198.2,211.1,121.85,1136.22,386.5,282.1,108.06,211.8,376.35,1705.25,319.75,77.3,434.3,112.6,131.1,901.5,122.45,2054,5163.35,86.51,548.85,160.57,616.8,348.4,19408.6,3331.3,894.9,19.7,938.9,71.95,171.4,675.25,3101.4,106.05,106.35,216.63,310.31,425.05,1007.4,751.55,193.6,127.02,16.55,689.95,217.4,1122.45,243.95,327.85,1218.7,1307.2,4442.25,219.13,1005.85,239.9,0,1524.9,324.55,485.75,474.9,373.8,485,201.3,726.1,53,710.1,289.15,2958.1,229.45,230,469.95,162.75,1221.9,538.65,2716.15,184.9,2860.05,3320.7,279.7,915.65,130.49,340.25,124.23,787.2,4399.1,141.5,195.3,663,2087.2,847.35,2542.15,419.55,422.05,172.4,4992.6,173.25,465.31,405.15,133.25,167.85,5339.25,351.65,1934.75,99.8,98.9,160,966.75,10411.6,2519.65,485.1,168.65,1770.05,906.1,137.25,213.05,367.95,190.01,370.02,363.3,258.9,1775.05,0,618.22,329.2,555.1,1077.95,222.05,177.01,788.4,568.75,292.05,575.95,283.1,669.65,890.33,322.45,878.85,678,2127.48
2014-01-05,135.05,1565.3,102.1,110.25,156.35,184.2,799.7,153.35,259.5,156.9,413.75,2790,83.5,95.35,49.7,354.8,210.05,460.75,0,37,114.41,64.7,105,483.6,231.45,162.35,425.05,240.1,413.45,130.95,48.4,66.15,2769.62,42.6,457.65,246.35,20.6,264.56,700.6,128.55,41.98,124.6,71.3,78.95,1645.4,10.85,1154.1,309.35,1258.95,73.05,57.15,1060.55,50.85,52.65,159.45,705,797.37,3639,270.28,2010.95,60.15,117.25,202.4,215,121.75,1113.48,373.92,277.85,114.48,210.9,370.25,1750.05,319,77.05,441.95,112.3,131.8,905.5,118.75,2072.5,5173.6,81.11,542.65,163.01,614.7,327.25,19162.65,3284.35,876,18.85,951.95,70.65,168.9,674.45,3031.1,105.45,104.75,214.78,298.62,412.5,994.05,754.15,200.1,123.65,18.9,666.4,211.85,1088.95,239.3,320.45,1200.05,1353.95,4395.05,213.73,1014.9,227.05,130.6,1555.5,319.65,471.35,469.3,369.8,480.65,199.15,729.3,53.1,739.1,281.9,2986.15,227.4,230,460.7,158.5,1249.55,514.6,2630.7,177.8,2765.05,3361.4,281,916.85,129.97,337.4,131.33,780.75,4405.2,138.5,197.57,629.55,2101.05,823.8,2699.65,413.5,413.9,167.05,4968.95,165.45,458.88,391.75,131.8,162.5,5333.6,329.3,1895.55,100.7,101.95,149.9,899.88,10021.3,2495.7,489.5,174.8,1727.2,932.9,131.75,203.45,358.85,186.05,356.27,353.82,252.18,1798.6,0,625.01,329.35,556.6,1012.05,213.36,171.97,791,565,275.8,579.7,277.6,663.1,891.29,314.75,864.25,672,2188.09
2014-01-12,139.5,1525,99.95,107.4,155.95,178.6,789,172.4,262.7,147.95,433.9,2657.55,85.3,90.15,48.22,341.75,209.9,485.4,0,38,107.17,61.75,111.85,456.4,260.4,165.6,429.65,230.1,398,138.78,53,64.1,2713.7,43.15,497.25,250.25,20.55,263.52,760.9,123.85,38.95,120.45,66.5,70.6,1696.45,11.25,1110.4,302.4,1201.75,71.6,52.3,1031,49.4,48.75,146.5,697.95,822.1,3692.2,277.38,1978.05,58.9,112.25,189.7,199.2,116.9,1100.82,363.14,263.45,116.52,221.15,365.05,1764.45,277.7,76.55,424.95,105.25,121.9,872,110.55,2074.85,5492.1,77.54,549.15,161.9,593.55,338.8,19101.5,3354.15,904.6,18.45,916.6,68.65,156.5,604.75,3058.2,98.5,101.5,202.4,291,384.5,1023.3,781.1,204.05,119.04,17.2,652.1,198.6,1034.25,240.25,332.6,1142.95,1322.45,4326.2,213.38,990.45,220.7,124.2,1560.55,323.8,465.25,465.9,343,474.55,196.85,731.55,53.5,744.3,285.65,2965.15,220.25,220,459.95,151.95,1250,514.5,2588.55,167.25,2720,3243.3,295.1,896.05,122.51,345.3,135.03,872.05,4489.6,139.15,194.95,596.85,2039.1,811.65,2787.9,416.8,405.9,173.95,5009.05,163,469.73,399.1,128.15,161.2,5405.95,326.3,1900.3,97.45,98.9,148.3,874.19,9715.9,2625.55,492,177.75,1671.8,936.75,131.4,200.7,363.11,187.89,350.23,354.45,232.81,1794.1,0,644.09,330.55,553.35,956.05,204.9,160.82,801.45,549.8,284.05,609.4,288.95,662.05,887.81,322.6,858.15,662.95,2245.89
2014-01-19,134,1614.4,98.6,108.4,146.2,172.6,774.25,165.65,238.6,146.45,472.25,2577.65,91.3,81.5,48,341.35,190.45,508.45,0,36.55,103.38,60.55,113.85,441.4,257.45,152.8,409,234,400.65,131.25,48.6,63.2,2651.5,42.9,571.8,232.1,21,258.84,756.65,122.05,39.73,114.3,67.6,70.85,1677.4,10.5,1090.2,297.85,1139.6,70.55,50.5,1030,48.4,50.1,144.65,675.9,708.4,3629.75,290.42,1854.05,58.35,101,182.95,197.6,115.45,1091.53,371.96,258.3,112.56,220.15,357.8,1726.65,279.15,79,413.6,107.68,125.25,920,111.3,2099.55,5450.75,75.61,560.25,156.44,593.8,318.75,19522.75,3620.7,924.55,18.2,927.4,67.1,155.35,599.65,3187.75,100.05,101.1,208.34,292.48,377.65,1000.2,778.4,216.75,119.38,16.85,637.2,192.8,1027.65,223.85,338.8,1090.4,1320.1,4331.75,213.13,996.55,236.8,126.4,1573.75,326.05,472.75,475.15,351.15,436.6,200.6,692,52.25,717.65,282.05,2977.25,217.05,220,454.85,145.7,1269.45,508.1,2622,170,2720,3145.15,278.6,896.75,125.67,351.6,132.07,855.5,4490.15,145.5,192.45,590.75,2075.75,770.55,2663.4,428.5,423.35,167.2,4945.75,171.85,443.81,417.6,129.45,151,5238.05,340.1,1933.45,97.25,98.3,148.65,899.18,9517.45,2651.85,491.55,171.9,1719.25,909.35,131.6,225.1,365.78,190.46,363.55,365.48,230.59,1775.2,0,684.5,310.9,552.7,1002.85,206.91,162.16,840.05,558.9,287.5,594,272,665,932.44,324.85,884.75,673,2179.08
2014-01-26,135.2,1542.1,100.4,107.1,144.25,167.95,794.45,171.35,235.2,152.9,416.7,2600.45,91.95,82.7,49.99,340.1,187,512.35,0,36.2,104.32,61.2,108.8,425.6,258.5,161.5,383,227.6,398.65,126.83,54,61.45,2647.77,42.4,523.95,221.9,21.2,261.03,764.9,116,40.78,111.95,66.7,67.5,1666,10.75,1091.05,296.7,1150.45,70.5,49.75,1030.05,47.9,47.95,140.7,643.4,722.98,3652.85,268.29,1906.1,57.45,103,191.55,195,110.6,1096.1,374.62,247.7,105.29,222.4,356.7,1729.55,246,81.5,409.05,108.48,129.25,864.5,114,2118.55,5815.75,73,546.7,151.7,600.2,343.2,19249.75,3919.3,936.3,18,941.9,69.15,153.05,619.2,3143.15,98.15,101.05,206.85,287.51,376,970.05,802.8,204.45,116.36,17.05,616.85,179.75,999.45,225.7,342.15,1100.15,1320.25,4363.35,209.91,972,232.25,122.4,1550.55,324.85,471.15,537.15,348.05,451.25,202.7,686.55,51.05,731.35,280.9,2983.05,218.7,229.5,448.3,137.1,1326.9,510.4,2594.05,162.95,2750,3241.85,278.85,865.2,120.5,350.1,128.63,835.8,4389.9,145.6,210.3,578.75,2036.65,705.05,2695.65,429.65,414.75,163.95,4921.8,165,448.39,414.4,131.05,152.45,5081.2,343.15,1931.7,98.1,98,145,884.44,9338.4,2660.95,478.1,174.1,1699.75,913.75,131.5,227.85,366.47,184.92,342.38,352.75,240.92,1774.25,0,700.48,313.15,572.85,1006.35,211.64,162.12,844.7,565.8,283.2,603.6,257.9,673.4,939.54,324.25,867.65,673.8,2214.18
2014-02-02,134.9,1555.6,101,94.9,141,161.95,743.05,171.7,236.4,139.35,429.3,2586.2,87.85,77.15,47.8,324.15,179,511.5,0,33.55,105.97,61.85,113.3,436.25,245.3,161.9,370.45,191.7,372.4,131.03,50.4,55.55,2804.96,42.6,494.5,236.9,21,261.28,829.05,108.2,39.63,115.8,62.1,77.7,1641.85,10.7,1042.85,276,1071.75,68.65,47.95,974.65,45.7,44.1,146.85,633.7,712.84,3610,272.28,1848.7,57.85,101.1,184.75,189.95,110,1097.79,377.6,221.15,106.54,222.5,360.5,1654.3,242.75,78.2,394.45,101.65,123.55,807.5,109.55,2051.5,5696.85,71.36,555.7,155.74,604.45,332.9,19433.95,3310.9,926.45,17.9,930.2,64.15,137.5,625.2,3100.5,93.2,91.9,195.41,289.04,356.05,917.35,834.25,189.1,109.51,16.45,579.9,179.75,1010.85,206.3,346.8,1103.05,1299.8,4262.5,212.19,928.5,244.25,112.2,1531.15,324.35,474.2,539.15,307.65,456.35,188.4,680.15,44.85,734.75,279.85,2984.1,221.55,223.8,436.25,136.15,1315.5,559.25,2565.1,159.15,2650,3203.75,266.45,882.55,109.68,358.3,136.07,819.9,4436.7,145,235.78,552.05,1969.2,753.7,2473.35,378.1,383.8,172,4646.1,172.75,446.74,410.6,129.45,143.5,5047.15,362.7,1901.5,95.5,95.65,146.95,889.84,8973.75,2609.55,471.7,171.95,1710.7,881.9,126.45,245.35,345.84,173.09,328.52,325.05,224.59,1636.25,0,725.46,315,575.05,985.9,197.54,152.38,808.45,570.1,275.55,588.7,247.45,628.5,925.28,325.1,831.15,630,2206.65
2014-02-09,140.35,1572.1,98.95,94.55,143.35,167.95,745.55,172,239.65,137.4,413.55,2570.55,90,73.15,45.17,321.65,190.2,534.3,0,32.75,118.61,62.15,114.1,435.35,244.9,158.7,380.1,183.45,369.3,126.88,59.4,54.7,2761.45,43.9,514.1,251.65,20.65,266.05,814.5,105.7,39,118.6,63.2,79.35,1670,11.25,1056.1,294.2,1059.4,74.15,47,970.75,47.05,45.3,146.45,628.1,723.36,3687.95,280.23,1881,56.95,105.5,180.1,187.55,117.4,1076.44,379.96,220.45,103.02,231.2,362.8,1564.05,258.1,77.9,399.9,105.08,125.45,857.5,106.4,1981.6,5632.05,72.28,549.65,156.59,602.9,352.7,18807.8,3356.95,959.05,18.6,945.75,63.65,137.95,591.4,3207.05,96.15,93.05,201.25,293.95,384.45,868.8,821,195.1,111.14,16.1,590.1,190.3,1046.45,203.25,341.15,1125.15,1305.15,4399.85,214.12,915.1,241.3,114.2,1493.9,334.05,449.7,540.6,308.9,461.15,189.9,686.7,52.1,727.4,275.45,2972,225.7,231,446.55,145.1,1385.4,563.25,2550.55,162.85,2628,3159.1,271.8,900.8,111.58,356.2,137.7,903.85,4344.65,144.9,253.63,551.8,2005.5,729.8,2473.25,389.9,388.65,174.8,4426,155.75,455.79,417.05,125,138.1,5016.25,352.15,1935.35,97.5,96,147.5,895.18,9110.9,2631.9,490.5,167.05,1729.05,919.3,135.95,246.05,356.38,177.15,329.43,330.3,225.09,1664.95,0,694.62,315.55,561.65,984.15,192.09,152.76,783.45,577.65,269.3,601.65,269.6,647.75,891.64,323.45,814.45,652.5,2111.48
2014-02-16,142.6,1604.85,97.25,86.25,140.55,168.4,729.25,178.25,227.5,134.2,430.3,2514.6,94.85,73.05,43.07,315,182.3,565.75,0,32.55,118.71,62.55,117.65,428.15,234.3,154.85,383.1,173.7,358.75,131.23,60.25,55,2647.47,40.45,545.95,236.1,20.5,265.75,824.3,102.5,37.2,121.6,61.1,80.3,1634.3,10.95,1058.4,288.95,1034.85,69.8,45.8,969.4,44.9,44.9,137.7,625.15,837.8,3707.25,270.03,1787.9,56.2,106.55,178.75,184.9,115.75,1104.89,378.96,212.95,103.23,232.5,329.2,1530.3,243.95,78.7,394.6,104.93,121.3,925,99.9,1974.25,5673.2,71.27,522.9,154.02,600.1,379.9,18897.6,3147.95,955.4,18.1,910.8,61.3,145,556.9,3118.05,95.35,95.25,198.61,289.23,370.8,834.25,799.55,185.1,107.34,15.6,577.55,191.5,1008.85,190.9,353.65,1082.1,1325.75,4249.8,213.63,968.8,236.35,112.6,1475.4,322.25,457.05,557.85,300.65,434.5,189.6,682.3,51.25,716.6,273.15,3008.65,231.55,232,439.85,145.95,1364.2,530.2,2454.85,151.15,2485,3085.4,261.4,902.6,107.26,360.75,149.9,947.3,4262.4,145.45,245.15,529.7,1937.3,741.05,2334.9,373.95,376.9,173.65,4849.5,148.5,457.96,373.35,123.25,132.6,5082.85,355.8,1839.6,95.25,95.05,147.05,904.03,8952.1,2580.05,472.8,172.75,1666.35,901.35,132.25,240.1,384.67,193.13,323.23,318.15,220.61,1643.4,0,742.9,305.4,563.8,992.75,197.69,147.51,770.7,560.25,276.4,609.05,260.8,641.8,911.08,319.8,822.05,642,2134.62
2014-02-23,157.45,1562.8,94.4,84.9,142,171.85,803.55,190.05,230.55,135.5,427.15,2579.2,99.4,77.55,49.95,317.6,191.5,560.2,0,32,123.6,70.25,124.7,443.1,227.9,164.5,399.35,167.6,364.2,134.82,64.5,56.15,2683.3,39.95,638.65,252.3,20.5,266.75,886.35,103.05,36.73,122.4,63.2,82.7,1635.6,10.15,1040.45,271.4,1051.65,72.45,48.75,960,44.6,50,139,659.15,826.14,3689.95,268.04,1799.45,56.3,108.65,185.65,181.8,117.15,1084.88,395.58,214.25,102.19,246.75,353.2,1524,257.25,80.75,418.3,106.98,111.5,864.5,97.65,1952.5,5581.1,76.04,533.6,154.18,603,388.55,18918,3113.25,951.35,17.95,900.3,58.35,142.4,588.4,3128.3,95.15,95.25,200.76,286.53,374.4,886,779.65,180,107,15.7,681.9,184.4,1065.55,191.9,369.15,1087.6,1309.05,4251.3,213.68,928.7,253.45,112.4,1529.65,324.8,446.8,559.4,306.2,453.85,186,701.4,51.2,746.85,277.25,3028.05,234.05,238.5,465.4,153.7,1421.2,534.7,2500.25,162,2500,3101.45,269.85,895.6,103.6,357.95,147.3,950.8,4548.35,137.15,244.55,584.9,1919.15,804,2372.15,384.55,392.05,173.2,4884,150.6,462.05,369.2,122.2,128.65,5057.25,361.25,1862.7,95.3,95.05,167.25,929.62,9084.7,2733.35,464,172.4,1799.95,935.8,132.45,243.05,392,194.02,336.02,335.4,238.67,1675.6,0,763.16,288.15,571.55,1055.15,205.06,150.21,800.6,555.35,276.95,615.15,251.25,664.4,937.67,317.6,811.5,670,2171.84
2014-03-02,159.8,1733,94.5,83.35,139.7,177.75,842.9,188.95,237.15,132.2,427,2645.45,102.85,78.95,50.88,308.15,194.85,568.55,0,32.8,133.24,70,131.65,458.45,227.4,161,387.85,171.35,362.9,133.43,81.15,56,2701.09,38.3,628.9,254.9,20.5,266.5,886.8,102.9,38.4,128.5,61.9,86,1724.5,10.1,1125.35,277.05,1030.05,77,49.05,971,43.75,50.3,137.65,699.9,819.43,3674.35,277.43,1749.4,55.75,110.75,185.35,192.45,121.05,1115.02,416.28,216.1,102.58,267.8,370.6,1463.45,248.2,79.85,442.3,106,112.3,845,105.35,1942.85,5869.15,76.04,555.05,153.76,604.75,394.4,19086.75,3297.75,944.5,18,920.3,55.7,141.15,591.25,3090.15,94.05,96.25,206.05,282.7,343.8,875.95,802.5,182.8,110.44,15.65,716.9,193.6,1104.9,191.55,382.65,1086.45,1313.55,4359,209.21,930.2,264.75,116.2,1571.5,324.2,455.55,553.8,304.95,463.25,177.65,722.1,50.15,763.9,286.35,3045.15,242.5,247,505.5,164.6,1424.55,569.65,2540.8,168,2560,3114.15,268.7,888.4,110.23,370.75,154.5,1033.5,4688.5,127.5,262.07,619.8,1967.15,784,2387.25,395.95,397.5,173.45,5140.3,167.75,466.81,384.3,116.65,128.9,4864.5,378,1946.35,94.5,95.3,167.25,974.1,9404.75,2895.5,473,179.8,1839.2,995.45,112.4,248.35,412.53,202.04,342.25,342.48,253.41,1589,0,781.7,287.6,597.25,1109.65,208.77,153.32,819.3,549.25,291.35,644.7,244,669.6,956.21,327.65,799.95,673,2240.82
2014-03-09,156.7,1832.15,94.55,85.95,143.3,187.2,847.55,183.35,242.65,175.05,440.35,2725.75,98.6,93.3,60.66,329.25,204.6,567.85,0,33.65,144.03,78.65,130.2,442.05,245.7,157.95,403.55,190.75,400.7,134.25,77.3,59.85,2694.22,41.45,609.45,260.15,21,284.41,827.7,115.3,42.13,145.2,66.9,86.5,1660.05,10.6,1148.9,288.85,1040.8,77.7,50.65,976.45,46.25,52.6,142.55,731.45,767.83,3743.9,286.42,1957.6,57.5,118.85,207.25,193.8,127,1180.22,406.68,236.3,105.06,280.95,390.8,1521.45,261.8,77.65,460.65,105,118.3,862.5,124.55,1942.2,6302.7,76.67,525.15,162.58,632.7,376.05,20412.35,3405.6,966,18.25,887.15,61.35,166.9,622,3092.95,105.1,107.05,222.87,0,371.1,940.85,813.55,189.2,123.43,17.15,802.25,205.85,1261.15,206.9,396.3,1079.15,1336.6,4286.85,204.8,977.3,290.45,125.8,1636.7,329.55,486.75,553.95,375.9,451.3,186.3,720.5,51.85,849.5,285.85,2648.35,255,256,514.1,173.95,1392.35,557.85,2762.45,182.15,2780,3008.95,277.85,874.9,129.91,387.75,154.97,975.1,5118.95,131.75,253.23,668.55,2008.95,739.95,2471.8,420.95,444.1,171.55,5434.1,184.85,459,381.2,123.85,135.65,4910.9,417.95,1954.7,99,97.6,186.9,983.15,9317.6,2725.3,481,205.45,1973.75,966.3,116.35,267.25,404.76,200.16,355.77,344.2,281.36,1735.05,1772,738.21,301.9,565.35,1198.65,240.38,164.97,848.25,550.4,316.1,612.3,264.8,711.45,935.08,338.15,869.4,715.3,2194.29
2014-03-16,147.7,1778.7,95,80.8,142.7,196.85,824.05,173.8,264,156.8,459.95,2727.2,97.55,98.55,64.09,327.3,205.4,559.9,0,34.85,141.73,79.75,132.85,432.4,258.7,153.25,394.15,202.05,408.4,136.35,73.1,59.05,2666.51,41.8,597.35,257.25,20.35,276.3,818.15,112.85,41.75,148.15,65.15,86.4,1664.05,10,1168.3,282.2,1007.6,74.2,47.95,992.05,44.45,52.4,151.25,739.55,733.88,3584.7,297.21,1974.3,57.75,116.6,204.25,198.65,128,1168.93,397.58,238.7,101.33,276.5,376.85,1495.9,275.6,76.35,449.8,104.53,116.55,810,115.2,1919.75,6534.85,80.43,511.55,168.11,618.2,366.5,20943.45,3215.45,960.3,17.75,863.95,55.75,174.95,629.25,3039.7,114.2,115.85,229.21,299.4,341.7,939.4,780.7,187.45,124.99,17.45,799.05,208.95,1248.8,213.1,384.5,1053.75,1308.8,4149.15,199.94,1006.5,285.15,129.82,1655.8,326.8,480.15,535.4,355.85,440.55,171.5,698.8,51.35,815.25,281.55,2605.75,253.15,259,546.3,173.6,1398.95,545.6,2733.4,181.3,2770,2883.9,276.9,858.4,131.38,372.3,151.33,959.5,5103.25,129.25,257.38,682.5,2124.35,710.5,2466.8,468.1,468.15,173.95,5571.35,187.95,446.31,386.5,116.45,136.75,4758.65,444.75,1974.3,98.35,98.75,183.2,1026.58,9609.15,2780.5,495.5,196.15,1969.95,944.55,117.05,269,389.08,192.69,377.98,382.15,270.98,1738.45,1750,702.96,295,547.6,1254.95,243,165.42,856.65,553.65,322.75,582.05,264.25,732.15,848.54,347.2,886.15,775,2106.71
2014-03-23,149.4,1826.7,98.95,86.8,143.65,195.15,817,173.5,277.3,157.4,494.45,2820.95,95.3,95.2,65.04,328.25,233.65,555.6,0,35.8,151.27,81.8,145.4,433.55,250.95,152,385.55,202.25,409.25,137.4,71.9,59.25,2721.48,42.2,599.05,260.7,20.65,274.56,860.1,116.2,45.53,152.4,64.65,99.05,1721.7,10.05,1173.15,285.5,1010.25,73.2,48.9,1026.8,45.4,55.55,159.45,761.65,693.77,3560,292.12,2003.7,59.6,116.25,220.95,200.95,133.1,1164.69,398.78,241.1,106.43,295.45,381.65,1407.7,253.7,76.95,439.95,104.7,122,848.5,121.2,1898,6680.65,79.4,521.95,172.6,624.45,364.55,22496.25,3424.5,974,17.65,902.75,58.2,170.75,666.6,3073.1,110.7,109.25,225.16,289.15,362.3,985.25,829.3,186.35,128.2,18.5,781.3,206.9,1263.9,218.3,394.3,1041.7,1347.55,4316.05,206.93,1009.95,278.2,136,1684.5,329.45,480.55,558.65,362,442.8,175.35,720.6,50.2,841.15,290.15,2596.4,254.95,265.5,558.9,172,1414.4,570.55,2746.95,184.45,2784.9,2908.35,285.9,862.85,131.03,352.4,152.27,985.8,5135.55,129.9,267.23,686.4,2070.85,763.8,2697.4,471.7,471.5,179.7,5718.05,187.4,454.91,394.8,121.25,135.05,4777.35,430.15,1981.1,101.25,100.8,181.6,973.5,10332.15,2780.4,506.85,196.5,1952.35,950.75,114.5,246,384.87,188.73,370.63,371.77,277.84,1872.5,1887.55,713.6,293.9,569.65,1219.45,239.62,170.35,841.9,573.9,307.9,584.45,263.55,732.4,824.01,356.6,888.15,794,2095.58
2014-03-30,150.5,1886.9,97.85,92.1,148,213.6,794.3,173.3,326.1,169.15,479.35,2976.7,99.55,101.6,71.21,345.65,228.15,544.65,0,38.6,161.66,89.25,157.1,421.65,290.15,147.7,404.5,227.95,435.25,146.65,75.9,65.8,3036.36,44.65,630.15,269.35,21.25,284.76,834.95,133.75,48.18,162.35,68.8,95.45,1714.65,9.85,1231.1,302.55,1043.55,74.3,52.6,1072.5,49.05,60.5,157.75,753,676.17,3611.55,311.85,1947.4,60.55,123.1,230.95,205,136.25,1199.77,400.06,267.75,117.99,279.7,390.4,1453.5,249.05,86.3,454.35,112.78,129.55,890,130.9,1992.3,6455.6,86.55,536.35,181.88,668.95,393.4,21459.15,3609.75,1031.7,19.45,912.3,64.7,175.85,738.6,3155.95,125.6,129.9,237.44,312.2,381.5,984.85,823.3,183.15,150.05,22.85,818.45,226.15,1362.4,229.95,409.3,1070,1364.9,4299.95,210.2,1147.25,306.75,163,1797.7,330.8,479.55,529.3,404.9,439.8,182.95,766.3,49.3,970.1,304.2,2588.75,253.15,265.1,593.75,194.2,1359.5,548.2,2859.75,199.65,2891,3047.5,271.3,829,146.26,381.2,166.67,1006,5634.75,138.55,256.13,750.05,2253.25,821.8,2659.55,490.65,501.45,179.1,5832.05,200.1,459.19,386.95,124.3,139.55,4964.65,458.25,2058,107.45,105.5,186.15,967.85,10722.2,2625.8,539.85,204,2147.1,947.25,120.95,275.05,393.08,194.27,389,386.02,292.39,1931.4,1970,697.48,317.4,552.05,1288.15,251.84,190.19,875.8,599.8,329.4,563.2,286.35,744.95,815.65,358.45,916.15,798,2069.83
