Date 1,HEXW.IN.Equity,FAG.IN.Equity,FORH.IN.Equity,TPW.IN.Equity,TGBL.IN.Equity,TRCL.IN.Equity,NTCPH.IN.Equity,TI.IN.Equity,GFLC.IN.Equity,PEPL.IN.Equity,SI.IN.Equity,HWA.IN.Equity,WLSI.IN.Equity,IRB.IN.Equity,ADE.IN.Equity,RCAPT.IN.Equity,WHIRL.IN.Equity,AIAE.IN.Equity,INXW.IN.Equity,NACL.IN.Equity,VOLT.IN.Equity,GPPV.IN.Equity,APTY.IN.Equity,BIOS.IN.Equity,CIFC.IN.Equity,SPADV.IN.Equity,MPHL.IN.Equity,BOI.IN.Equity,RELI.IN.Equity,GRHF.IN.Equity,MACA.IN.Equity,IDBI.IN.Equity,SANL.IN.Equity,MRPL.IN.Equity,INFOE.IN.Equity,PI.IN.Equity,SJVN.IN.Equity,TTCH.IN.Equity,IPCA.IN.Equity,UNBK.IN.Equity,FB.IN.Equity,CRG.IN.Equity,RPWR.IN.Equity,TVSL.IN.Equity,BOOT.IN.Equity,SUEL.IN.Equity,PFIZ.IN.Equity,TCOM.IN.Equity,JUBI.IN.Equity,LTFH.IN.Equity,DITV.IN.Equity,SCUF.IN.Equity,CBOI.IN.Equity,JSW.IN.Equity,NBCC.IN.Equity,TMX.IN.Equity,MTCL.IN.Equity,X3M.IN.Equity,GDSP.IN.Equity,WIL.IN.Equity,NLC.IN.Equity,EXID.IN.Equity,ATD.IN.Equity,MAX.IN.Equity,PLNG.IN.Equity,CRISIL.IN.Equity,AJP.IN.Equity,CBK.IN.Equity,KNPL.IN.Equity,ALPM.IN.Equity,SUNTV.IN.Equity,BYRCS.IN.Equity,MMFS.IN.Equity,RJEX.IN.Equity,WPL.IN.Equity,BRGR.IN.Equity,RCOM.IN.Equity,VED.LN.Equity,HNDL.IN.Equity,GILL.IN.Equity,PAG.IN.Equity,TPWR.IN.Equity,PIEL.IN.Equity,HAVL.IN.Equity,SUF.IN.Equity,AMRJ.IN.Equity,MRF.IN.Equity,BDE.IN.Equity,BJHI.IN.Equity,NHPC.IN.Equity,APHS.IN.Equity,SAIL.IN.Equity,DLFU.IN.Equity,SHTF.IN.Equity,PG.IN.Equity,IDFC.IN.Equity,IDFC.F.IN.Equity,LICHF.IN.Equity,CSTRL.IN.Equity,TATA.IN.Equity,JSTL.IN.Equity,UBBL.IN.Equity,UPLL.IN.Equity,PNB.IN.Equity,AL.IN.Equity,ABB.IN.Equity,RECL.IN.Equity,ACC.IN.Equity,IHFL.IN.Equity,BHFC.IN.Equity,ABNL.IN.Equity,CLGT.IN.Equity,SKB.IN.Equity,MRCO.IN.Equity,BHE.IN.Equity,HPCL.IN.Equity,PNB.F.IN.Equity,BAF.IN.Equity,CAIR.IN.Equity,OINL.IN.Equity,TRP.IN.Equity,YES.IN.Equity,HMN.IN.Equity,VEDL.IN.Equity,BJFIN.IN.Equity,ESOIL.IN.Equity,CCRI.IN.Equity,PIDI.IN.Equity,GLXO.IN.Equity,TTAN.IN.Equity,TTAN.F.IN.Equity,KKC.IN.Equity,POWF.IN.Equity,DIVI.IN.Equity,GNP.IN.Equity,GRASIM.IN.Equity,ACEM.IN.Equity,GRASIM.F.IN.Equity,OFSS.IN.Equity,Z.IN.Equity,BRIT.IN.Equity,BOB.IN.Equity,GAIL.IN.Equity,MSS.IN.Equity,CDH.IN.Equity,SRCM.IN.Equity,NMDC.IN.Equity,ARBP.IN.Equity,SIEM.IN.Equity,HMCL.IN.Equity,GCPL.IN.Equity,UNSP.IN.Equity,IIB.F.IN.Equity,IIB.IN.Equity,DABUR.IN.Equity,EIM.IN.Equity,BHEL.IN.Equity,TECHM.IN.Equity,CIPLA.IN.Equity,HZ.IN.Equity,IDEA.IN.Equity,NEST.IN.Equity,BPCL.IN.Equity,BJAUT.IN.Equity,PWGR.IN.Equity,PWGR.F.IN.Equity,ADSEZ.IN.Equity,MM.IN.Equity,BOS.IN.Equity,DRRD.IN.Equity,APNT.IN.Equity,BHIN.IN.Equity,UTCEM.IN.Equity,LPC.IN.Equity,NTPC.IN.Equity,IOCL.IN.Equity,TTMT.IN.Equity,TTMT.A.IN.Equity,KMB.IN.Equity,KMB.F.IN.Equity,AXSB.IN.Equity,MSIL.IN.Equity,MSIL.F.IN.Equity,HCLT.IN.Equity,BHARTI.IN.Equity,WPRO.IN.Equity,LT.IN.Equity,ICICIBC.IN.Equity,SBIN.IN.Equity,HDFC.IN.Equity,HUVR.IN.Equity,ONGC.IN.Equity,SUNP.IN.Equity,COAL.IN.Equity,HDFCB.IN.Equity,INFO.IN.Equity,ITC.IN.Equity,RIL.IN.Equity,HDFCB.F.IN.Equity,TCS.IN.Equity
2012-02-12,109.65,1316.41,107.05,216.3,118.95,137.25,277.95,126.15,489.15,112.6,181.5,2514.5,44,171.45,78.81,404.4,178,317.35,0,63.3,99.83,58.35,75.75,283.41,165.1,80.52,372.65,364.9,572.45,65.35,62.2,105.25,2186.35,70.2,327.55,106.24,19.65,355.2,325.6,250.4,41.69,151,105.4,50.6,1496.15,30.8,1142.23,223.6,1000.4,48.45,66.6,570.4,100.9,63.45,0,471.8,226.88,3763.65,204.79,1330.5,95.75,134.6,184.45,170.85,166.85,921.95,52.95,526.25,88.66,42.9,340.8,792.8,141.69,139.65,438.55,50.75,94,1260,152.9,1994.9,2680.05,106.92,431,97.18,322.13,127.9,9281.25,1687.3,746.6,21.85,624,113.2,230.9,573.95,1883,133.9,0,274.88,229.05,475.05,816.75,458.65,151,201.53,26.7,873.7,222.15,1347,0,304.9,865.5,1024.95,2638.95,157.57,1531.6,294,204,788.63,373.2,528.52,278.34,347.8,252.13,234.9,498.26,65.95,625.27,143.5,2034.55,206.95,210.35,459.8,193.8,754.55,299.8,2833.65,171.85,2980,2155.05,129.85,493.75,164.94,385.85,52.65,695.35,2401.25,189.15,55.33,790.35,1970.5,445.75,670.3,332,319.05,103.05,1769.9,260.6,162.56,349.75,145.3,92.7,4285.3,299.1,1736.05,107.35,0,142.9,690.87,7403.85,1621.95,309.94,0,1382.85,458.9,178.62,275.7,254.62,128.51,273.35,275.18,223.61,1244.6,1270.55,232.54,349.95,400.77,900.67,186.09,217.19,693.9,381.73,281.75,270.73,331.85,517.5,694.63,203.8,843.25,522.15,1206.7
2012-02-19,112.05,1433.24,113.35,238.45,119.2,151.35,280.4,129.05,512.2,113.5,200.5,2569.45,38.6,208,82.91,439.25,197.6,345.75,0,66.65,108.32,57.55,83.7,295.01,163.5,81.15,398.75,380.35,617.4,65.9,69,118.05,2295.9,71.25,331.82,109.52,19.5,369.63,319.75,263.25,44.44,160.6,126.15,53.3,1495.35,29.05,1224,236.65,998.3,52.5,66.9,563.25,108.05,72.55,0,533.1,235.03,3783.8,216.63,1442.6,99.3,137.35,200.2,181,174.85,934.38,54.53,560.65,86.5,46.95,323.45,825.95,144.81,138.35,475.2,53.38,104.1,1312,150.95,2103.75,2460.9,114.5,434.65,106.21,306.35,144.9,9772.6,1768.9,801.65,22,603.65,111.55,253.9,577,1953.65,148,0,268.64,231.85,478,855.45,454.95,161.15,215.3,29.45,890.95,248.65,1366.45,0,319.5,905.15,1011.65,2641.45,155.1,1497.05,290.05,226,783.34,386.5,527.1,283.8,364.1,257.09,244.6,534.51,68.1,651.13,147.8,2086.35,231.95,215.4,471.45,220.9,757.15,300.25,2878.05,173.1,2957,2171.45,132.2,525.35,172.7,380.7,52.15,713.25,2652.8,199.25,59.38,821.75,2109.35,440.25,678.05,317.75,312.85,104.5,1736.1,303.55,165.35,321.75,141.9,91,4357,309.6,1804.35,111.7,0,150.5,747.87,7619.75,1634.95,305.44,0,1476.3,488.75,186.09,270.8,271.04,136.62,288.05,286.9,255.64,1321.55,1357.2,244.37,349.6,400.33,964.77,196.32,241.71,716.8,379.46,281.25,271.05,323.8,528.3,733.81,205.45,818.2,526.2,1202.15
2012-02-26,109.95,1437.13,107.4,230.45,119.95,138.15,274.75,125,505,98.85,197.1,2820.85,37.5,174.3,75.39,405.19,187.85,327.95,0,61.6,108.37,56.3,75.75,282.07,160.5,80.27,410.85,372.6,584.55,68.58,67,109.5,2259.32,67.5,324.95,104,19.35,353.21,333.95,241.65,40.87,149.4,119.15,48.9,1475.35,26.75,1196.86,235.35,1004.2,48.25,57.4,569.55,104.65,63.05,0,526.95,224.63,3800.1,251.35,1447.15,89.2,134.95,188.25,162.9,161.4,924.53,55.41,503.15,87.4,46.4,318.3,805.15,145.41,136.6,471.85,50.53,93.55,1500,148.05,2153.1,2458.55,109.82,441.85,103.68,311.2,134.98,9430.85,1902.35,803.15,21.3,573.65,105.25,226.8,570.75,1947.3,140.8,0,246.88,236.89,475.5,816.05,442.75,147,193.04,27.8,828.2,204.9,1267.8,0,297.2,861.75,1056.5,2642.45,154.95,1467.85,287.7,209,776.78,381.35,510.92,275.21,339.75,247.36,226.7,569.53,66.1,665.73,150.05,2079.55,226,224.6,462.95,191.65,720.7,314.5,2722.05,160.35,3008,2583.9,131.75,517.95,159.1,374.9,52.49,696.7,2709.4,177.1,54.75,792.1,2072.9,451.8,589.7,310,301.5,103.05,1693.55,303.8,153.01,313.9,135.5,93,4400.2,328.18,1762.9,114.3,0,142.7,729.24,7855.2,1629.3,306.71,0,1402.4,470.9,181.93,276.5,262.63,137.26,275.77,283.93,236.69,1285.25,1279.15,244.52,342.6,390.56,899.07,186.33,220.56,676.4,380.25,284.55,273.9,327.65,524.65,733.87,209.4,819.95,531.8,1242.51
2012-03-04,111,1488.61,109.15,216,120.4,138.05,275.6,138.6,514.65,98.7,191,2990.45,38.3,185.35,71.85,422.44,179.6,348.9,0,61,115.46,56.55,79.6,279.89,164.05,78.4,390.8,368.25,621.7,69.52,63.8,111.65,2194.73,70.85,325,104.98,19.3,353.26,333.9,232.65,41.55,143.25,128.9,46.35,1527.4,28.75,1215.02,241.15,964,47.9,56.3,569.8,102.9,65.35,0,524.1,224.36,3840.1,249.35,1535,90.1,134.8,184,168.55,165.25,922.64,55.27,508.55,89,46.5,320.4,812.95,141.26,131.7,513.05,52.1,95.1,1454,147.8,2295.35,2590.05,111.56,443.75,105.11,307.9,135.57,9816.45,1990.25,800.8,21.25,571.85,101.5,203.15,543.65,1956.4,139.75,0,252.02,241.06,467.6,787.05,453.5,138.1,191.45,28.65,819.7,207.7,1323.55,0,306.45,876.25,1036.65,2584.9,152,1583.3,314.6,202,756.18,370.9,506.98,277.82,349.15,247.43,210.8,619,61.15,624.5,152.15,2073.5,228.3,228.9,457.3,193.05,736.85,308.8,2708.2,166.8,2904,2649.55,136.25,535.05,164.11,371.6,56.24,704.25,2793.05,184.3,60.93,792.45,1947.15,449.4,559.1,315.1,314.3,105.7,1700.5,296.15,149.09,312.4,140.55,94.8,4403.2,337.35,1737.35,111.9,0,146.15,677.64,7702.3,1684.35,313.39,0,1401.85,493.75,176.88,284.55,265.11,145.83,283.25,282.05,234.42,1319,1323.15,239.07,349.4,381.11,865.97,180.98,225.09,668.65,375.77,281.15,284.73,331.75,519.3,711.48,205,813.45,518.3,1192.03
2012-03-11,116.4,1465.94,105.65,219.4,118.2,141.85,296.15,139.3,490.9,101.75,203.1,2964.55,36.05,182.75,63.55,415.52,182.45,345,0,61.15,115.96,56.6,81.4,265.96,166.15,78.01,405.2,365.3,639.45,65.53,65.35,111.7,2164.82,69,337.38,102.2,19.3,349.18,347.2,236.35,41.55,138.8,131.1,44.55,1539.65,27.6,1200.78,236,1016.25,47.55,54.05,586.4,102.85,64.4,0,510.2,224.86,3913.15,240.11,1519.25,85.65,139.05,184.8,174.5,165.2,934.13,57.19,514.05,90.89,44.5,317.05,802.3,141.53,136.75,520.6,53.68,94.75,1421,134.6,2270.65,2580.55,104.85,484.3,112.27,315.3,137.98,9818.25,1942.4,805.25,20.9,606.5,94.8,204.05,561.75,1965.2,145.85,0,246.03,249.56,455.2,748.1,458.15,136.65,191.54,29.2,846.45,212.8,1318.75,0,309.8,904.45,1062.8,2582.3,154.13,1559.25,300.95,202.41,771.83,375.2,511.02,282.91,366.25,252.99,201.2,599.11,57.7,586.9,156.8,2084,239.95,230.9,470.1,193.85,744.85,303.9,2713.95,163.1,2834,2575.4,137.05,554.3,162.38,349.15,53.91,700.05,2903.6,183.8,57.43,789.15,1911.05,446.95,530.85,321.55,316.35,103,1732.45,278.75,160.24,307.55,131.9,94.05,4450.4,332.15,1752.85,110.15,0,135,676.29,7640.85,1702.25,317.15,0,1472.7,501.9,171.98,275.9,277.67,153.69,279.23,276,242.68,1341.35,1309.1,251.49,338.85,385.48,868.23,182.84,222.64,680.5,376.66,282.9,285.07,336.05,523.2,710.79,208.25,773.8,515.3,1182.39
2012-03-18,117.05,1488.27,107.35,211.55,112.95,146.35,342.2,148.05,509.7,106.95,200.25,2820.25,42,197.75,61.51,395.5,187.5,348.95,0,56.7,129.19,56.9,81.3,238.35,172.8,74.32,415.95,359.45,632.95,65.12,68,107.55,2146.33,65.9,354.23,103.83,19.55,353.21,337.6,230.4,42.92,139.15,130.6,43.65,1501.7,28.3,1203.38,224.1,1079.4,48.6,54.55,616.05,103.5,67.65,0,495.35,227.57,3831.05,244.85,1530.8,87,146.25,195.1,180.35,162.45,921.31,60.65,489.3,90.82,43.5,316.05,807.6,141.75,127.75,582.8,51.18,92.05,1417,140.85,2359.1,2581.4,101.86,471.2,115.56,311.88,142.5,9839.7,1908.25,805.65,21.05,606.75,95.8,196.3,585.75,1992.65,144.85,0,248.02,250.72,454.6,748.6,547,134.1,192.69,27.6,852.35,209.2,1339.9,0,330.8,891.4,1089.75,2578.05,152.77,1591.45,298.95,216.8,758.52,345.65,484.82,297.25,367.65,262.11,198.6,602.35,55.4,584.63,159.05,2140.45,233.5,233.15,473.95,188.15,725.45,301.45,2759.45,168.6,2870,2471.95,125.6,572.15,161.8,366.6,54.47,714.8,2892.2,156.8,56.65,772.15,1957,446.25,579.4,314.75,306.45,103.1,1901.7,273.6,151.36,302.2,129.5,98.65,4387.75,332.13,1721.65,107.8,0,133.15,677.29,7741.15,1680.1,321.01,0,1480.3,503.55,170.69,273.45,283.66,164.48,269.57,278.82,243.24,1374.35,1366.5,246.66,327.55,382.22,880,183.54,222.79,666.45,384.49,273.05,272.88,341.65,507.85,713.19,216.15,772.35,510.95,1144.23
2012-03-25,113.95,1623.24,102.95,209.55,112.7,153.6,336.65,141.9,507.3,105,205,2758.5,45.4,193.2,57.79,396.54,186.6,361.4,0,55,115.91,56.5,80.55,234.18,175.4,75.84,420.95,361.05,594.95,64.72,64.9,108.2,2145.39,62.55,361.57,105.51,20.45,345.4,333.75,218.8,42.75,143.45,121.85,41.7,1502.35,28,1186.26,224.05,1129.95,47.8,58.05,620,100.5,63.3,0,473.55,240.86,3747.45,253.4,1536.05,86.05,145.3,192.05,172.35,163.75,938.59,62.69,463.75,90.97,45.45,314,796.05,135.36,114.3,605.65,53.45,89.4,1315,131.4,2374.55,2688.55,96.12,469.05,113.57,334.8,143.8,9895.85,1937.85,814.4,20,634.4,94.6,196.25,599,2000.55,135.15,0,264.55,251.89,448.5,733.85,542.05,132.95,190.29,29.1,815.9,207.7,1372.05,0,311.05,950.8,1079.55,2595.35,159.6,1553.95,285,208.4,791.21,354.2,495.98,301.21,372.05,261.98,198.65,598.62,54.65,596.17,157.75,2171.75,232.25,233.65,460.85,185.1,743.8,299.95,2694.45,173.1,2856,2602.65,127.55,565.5,160.63,369.9,53.33,752.65,2976.15,164.4,59.55,778.6,2017.45,472.1,544.8,320.3,311.65,106.4,1910.45,266.75,185.39,301.2,129.25,98,4604.65,340.43,1709.35,107.7,0,123.45,687.08,7690.75,1665.9,311.16,0,1515,510.9,170.15,267.7,269.81,148.7,262.8,258.65,235.87,1306.55,1330.95,240.6,336,379.28,867.13,182.11,216.68,660.55,397.2,267.4,290.2,334.85,513.95,715.12,222.45,744.05,502.6,1159.01
2012-04-01,117.05,1686.75,100.2,201.75,112.35,153.75,353.9,140.05,511.3,100.2,208.2,2825.05,45.35,186.85,61.01,387.98,198.65,367.85,0,54.45,112.11,59.4,79.65,236.96,188.2,73.43,405.1,362.65,587.25,63.7,64.95,104.7,2214.61,68.2,364.5,105.68,19.7,344.9,335.2,235.8,42.65,138.1,117.15,41,1528.2,25.25,1181.69,225.9,1176.15,47.85,63.9,637.75,100.85,61.3,0,464.5,243.95,3657.45,258.59,1530.7,85.95,149.2,188,169.1,168.05,973.59,61.09,475.8,90.29,48.25,304.15,804.6,133.98,131.55,598.65,53.35,84.05,1228,129.4,2519.6,2698.15,97.42,471.4,114.42,328.05,146.53,9932.65,1988.3,815.15,19.7,638.8,94.25,201.75,600.75,2239.2,135,0,262.9,263.56,471.75,721.45,539.2,130.1,185,30.35,840.45,205.4,1359.45,0,320.05,944.6,1118.25,2771.3,169.72,1524.85,303.6,197.7,791.21,333.9,509.7,311.4,368.8,267.34,194.7,600.78,53.65,636.57,176.9,2316.55,228.55,227.9,495.4,184.55,766.05,309.4,2627.05,172.2,2760,2620.3,126.75,593,159.23,376.25,55.21,758.5,3219.4,161,59.5,759.5,2055.25,480.15,606.05,326,321.65,106.6,1993.35,257.15,180.19,305.1,132.35,98.8,4630.6,350.13,1678.8,108.15,0,129.5,699.52,8228.5,1764.75,324.2,0,1514.55,529.5,161.19,262.7,272.33,156.37,272.68,262.52,229.24,1350.5,1300.25,239.76,337.9,392.52,872.67,178.04,209.64,673.3,404.05,268.35,284.98,343.9,519.85,713.52,226.9,750.6,510.7,1143.5
2012-04-08,122.95,1656.4,102.35,212.7,117.7,153.25,364.3,140.2,527.9,106.15,205.1,2779.5,44.15,195.65,63.56,390.31,227.85,363.7,0,61.05,121.05,58.3,83.55,239.93,177.25,76.63,412.55,372.4,600.55,64.97,66.8,106.7,2224.08,67.75,368.43,111.89,19.95,349.08,332.85,238.3,44,145.05,120.9,42.85,1576.15,25.15,1191.61,226.8,1186.3,47.05,66,635,101.05,62.15,0,478.35,250.86,3992.3,270.68,1649.95,89.6,145.35,181.8,175.05,172.25,1066.38,67.36,472.8,94.61,53.35,304.25,788,138.16,131.3,644.25,58.3,85.2,1235,133.1,2500.85,2691,97.23,459.6,115.86,336.57,153.65,10658.2,1997.3,815.4,20.45,622.05,97.95,204.4,612.35,2198.2,138.8,0,266.89,265.36,475.55,719.05,548.4,134.4,185.86,31.25,840.9,227.9,1344.7,0,314.5,1005.55,1135.3,2744.95,164.97,1510.45,297.1,197.95,850.38,358.85,494.3,311.3,373.55,273.75,194.7,692.69,56.7,636.67,165,2255,249.25,247.65,484.7,195.9,766.3,310.3,2644.95,168,2780,2616.55,134.35,593.35,160.25,371.1,56.58,733.45,3114.2,168.35,57.15,787.45,2011.95,493.7,674.65,333,333.85,105.75,2192.45,273.6,181.14,305.65,128.15,99.95,4687.25,349.57,1633.45,110.85,0,131.65,697.12,8180.15,1712.55,332.35,0,1514.15,534.45,166.19,262.85,275.59,156.61,275.45,278.5,233.33,1315.7,1308.5,252.56,330.1,395.82,896.87,178.05,216.26,679.65,393.36,274.3,282.05,341.6,526.55,709.74,227.4,747,529.8,1152.94
2012-04-15,120.3,1629.85,105.2,201,116.8,150.8,370.95,142,486.15,120.05,204.85,3000.45,43,186.5,60.73,346.11,222.75,360.95,0,57.95,116.01,59,86.2,232.75,177.65,78.45,381.4,369.25,546,66.85,64.25,105.45,2214.96,63.95,366.52,111.1,19.6,337.69,339.05,230.95,42.82,133.65,114.85,40.35,1712,24.15,1227.58,226.9,1139.05,44.7,60.1,640.8,100.35,55.55,94.85,435.05,245.75,4403.4,263.24,1578.25,86.15,137.55,173.9,192.75,161,1049.64,68.52,464.85,91.86,56.85,286.65,792.65,132.64,137.35,623.7,55.88,84.4,1186,124.85,2562.85,2748.7,99.59,450.45,112.18,334.2,146.43,10660.1,2145.95,812.65,19.65,603.1,93.55,197.9,603.95,2170.85,132.45,0,264.25,264.4,449.8,739.85,494.4,128.5,180.5,29.3,831,217.7,1258.75,0,309.7,958.8,1109.8,2824.55,170.15,1497.5,280.1,187.8,853.2,341.8,462.1,305.4,365.45,289.06,186.2,662.08,52.7,601.4,171.2,2192.2,238,238.9,477.9,183.85,804.15,323.05,2640.35,163.05,2800,2640.4,124.45,582.95,157.42,356.25,54.64,711.4,2876.85,164.8,58.28,791.05,2056.55,494.2,693.8,346,330.6,108.95,2179.65,258.5,176.51,314.05,123.65,96.9,4922.65,338.93,1639.45,112,0,129.9,691.17,8474.5,1735,330.11,0,1475.35,563,165.15,251.6,286.23,158.44,290.75,281.98,232.43,1322.75,1312.6,237.63,323.5,373.97,854.87,173,221.23,680.7,418.93,260.8,292.7,338.9,529.35,598.08,236.25,751.55,530.4,1045.22
2012-04-22,126.4,1657.35,110.05,203,121.7,150.45,368.7,139.9,483.85,122,205.8,3001.95,40,190.8,57.51,334.89,222.85,358.5,0,56.45,115.06,61.3,91.75,240.38,178.2,77.56,385.85,357.6,553.8,68,65.4,106.1,2299.74,62.35,395.07,113.5,19.75,340.73,354.35,223.95,42.92,131.1,115.2,40.65,1725.25,23.4,1321.12,234.65,1139.2,44.8,59.75,655,101.1,55.85,98.2,442.8,271.87,4292.2,270.23,1765.15,85.7,129.7,162.85,193.9,152.9,1045.09,73.67,473,91.26,56.65,302.1,792.2,134.84,138.25,699.3,58.48,86.25,1237,125,2541.45,3137.7,101.37,443.25,115.8,343.38,157.28,11385.35,2161.35,847.4,19.55,600.85,97.25,197.25,598.7,2162.05,128.8,0,260.25,257.03,470.3,750.75,518.25,128,181.24,31.15,820.55,221.9,1226.9,0,320.75,993.95,1154.75,2871.55,174.17,1500.2,304.75,192,866.75,347.55,464.5,316.66,364.4,299.77,189.9,691.26,53.2,605.33,172.8,2240.9,237.9,236.75,485.15,186.3,833.25,319.8,2661.7,161.15,2831.5,2661.2,124.3,565.75,151.99,360.85,53.33,725.6,2827.4,170.8,66.75,810.9,2189.3,526.3,763.95,345.2,343.45,112.75,2299.6,245.4,177.81,321.85,126.15,88.2,4978.75,348.13,1708.7,113.85,0,130.65,725.74,8697.6,1793.1,334.06,0,1463,551.6,163.66,263.55,313.29,183.93,296.05,297.57,235.43,1390.7,1389.35,250.73,324.35,378.88,860.9,172.21,226.04,684.7,416.81,267,294.4,362.45,551.1,599.29,245.2,730.85,554.2,1064.89
2012-04-29,129.55,1554.35,104.65,197.55,116.4,142.6,425.1,137.75,456.45,110.25,205.75,2731.05,47.65,169.95,55.31,320.11,214.45,358.35,0,58.7,108.97,59,92.35,237.01,178.65,73.68,366.7,337.25,514.15,68.16,63,101.55,2272.68,61.75,383.77,105.96,19.35,334.31,345.75,219.85,41.57,130.65,100.65,38.95,1633.75,21.8,1291.28,232.45,1184.3,44.45,60.95,636.5,95,49.3,95.05,447.45,284.41,3968.2,266.94,1695,84.6,127.5,160,198.35,140.3,1027.28,76.04,432.15,93.49,54.85,281.8,772.1,138.03,145.55,716.25,60.28,74.45,1241,119.85,2537.45,3141.5,100.07,433.9,110.15,336.75,147.2,11238,1986.55,837.55,18.85,608.55,95.5,182.25,578.95,2108,118.1,0,254.36,242.27,463.25,680.5,526,113.6,167.7,31.65,808.2,208.3,1205.3,0,316.6,931.05,1116.95,2867.95,172.91,1460.1,299.3,178,836.53,338.3,454.15,323.99,349.3,298.68,185.35,725.11,52.9,588.73,172.75,2179.9,236.4,235.15,478.1,170.75,836.75,324.85,2521.1,149.15,2685,2571.1,125.15,559.7,152.1,330.4,53.47,731.55,2794.55,175.6,65.75,779.2,2184.05,527.1,784.95,321.05,322.75,110.7,2274,229.5,173.07,310.8,126.65,80.85,4709.35,333.4,1591.05,108.6,0,125.95,713.9,8686.35,1785.35,354.81,0,1410.35,538.75,161.04,259.65,309.78,174.23,291.43,290.95,224.24,1397.45,1379.3,252.76,308.3,362.73,813.3,173.75,213.13,677.25,411.49,264.2,299.05,350.85,543.55,596.4,246.9,739.95,540.55,1175.83
2012-05-06,127.05,1482.55,101.8,190.45,114.4,140.45,394.5,139.95,427.55,106,210.2,2575.5,42.85,128.75,53.88,305.32,209.65,353,0,58.85,106.72,57.4,80.75,231.31,177.8,72.84,379.95,329.1,494.55,67.63,62.05,95.8,2122.46,59.1,372.2,107.21,19.15,330.18,365.05,218,41.37,124.15,96.55,38.8,1575.15,22.05,1222.48,225.1,1096.9,42.9,58.75,650,92.45,46.9,90.05,425.9,289.62,3895.9,255.05,1630,78.85,124,153.9,184.5,132.75,1004.24,72.43,427.7,90.5,52.4,288.55,768.9,133.33,140.45,714.05,58.93,72.8,1122,115.9,2502.5,3029.5,96.55,441.5,108.12,325.48,146.32,10351.9,1948.95,803.15,18.3,616.85,93.75,182.5,550.45,2019.2,114.15,0,254.36,244.53,432.5,668.8,553.2,119.95,160.84,28.4,770.3,191,1208.45,0,320.15,877.3,1133.55,2763.85,174.27,1425.4,299.65,175.4,821.81,332.95,450.1,324.96,333.7,298.48,180.6,690.43,53.55,579.67,173.75,2137.3,241,245.65,476.75,154.9,860.6,340.35,2418.1,142.25,2600,2515.5,126.25,550.5,137.39,320.95,50.27,734.75,2732.7,171.9,60.3,749.3,1977.55,565.55,739.3,326,322.5,106.9,2162.1,214.05,170.56,326,124.2,78.65,4568.4,326.2,1502.95,106.75,0,124.1,686.38,8586.35,1747.65,361.54,0,1364.85,552.25,153.46,257.4,298.6,162.75,282.02,290.73,201.95,1281.3,1291.4,254.62,311.75,370.05,764.77,166.67,199.63,659.95,428.53,259.4,300.65,329.8,537.5,607.89,238.15,726.45,552.55,1249.16
2012-05-13,119.15,1499.95,99.95,192.75,108.45,144.6,375.25,134.45,430,107.95,215,2471.7,47.3,105.25,50.34,291.09,208.05,352.35,0,57.9,107.17,54.2,82.95,219.56,175.25,68.56,388.25,317.25,473.05,65.88,57.2,92,2073.87,55.95,353,97.12,19.05,331.32,359.1,205.8,41.54,117.15,92.35,35.4,1520.65,18.95,1234.55,216.25,1131.15,41.45,56.6,634.85,77.8,42.85,86.55,420.75,289.25,3730,242.66,1599.85,75.6,121.5,149.15,188.9,138.95,1067.8,75.31,418.9,91.3,51.95,295.25,780.75,132.17,142.25,683.35,64.93,67.65,1089,113.15,2436.15,3076.45,89.65,439.75,108.64,320,149.48,10230.25,1954.35,804.8,18,645.9,89.3,187.3,508.6,2102.8,120.85,0,239.39,252.93,412,627.5,511.75,119.2,148.97,26.85,719.65,181.7,1165.95,0,324.1,835.05,1181.1,2782.2,172.14,1399.9,299.4,157,834.74,317.3,453.3,341.01,329.5,312.34,178.9,697.55,51.85,569.4,177.25,2050.1,244.9,245.6,447.25,145.55,821.95,349.7,2390.85,143.7,2595,2569.1,121.15,538.6,129.76,318.7,50.28,765.55,2689.95,168.15,54.7,708.55,1843.7,518.75,614.4,312.7,312.45,104.7,2168.1,221.1,159.3,318.9,118.9,82.05,4559.45,350.15,1558.15,101.35,0,121.5,654.41,9000.15,1660.3,362.39,0,1368.7,515,146.73,262.2,294.34,153.64,271.07,270.63,200.04,1235.25,1260.5,242.39,307.2,357.56,758.67,162.64,185.36,645.8,425.73,254.05,285.55,314.5,510.55,575.36,234.25,697.2,516.75,1204.11
