Date;adidas ;Allianz;BASF;Bayer;Beiersdorf;BMW;Commerzbank;Continental;Daimler;Deutsche Bank ;Deutsche Börse;Deutsche Lufthansa; Deutsche Post;Deutsche Telekom;EON;Fresenius;Fresenius Medical Care;HeidelbergCement;Henkel vz;Infineon Technologies; Linde;Merck;Münchener Rückversicherungs-Gesellschaft;ProSiebenSat1 Media;RWE;SAP;Siemens;thyssenkrupp;Volkswagen vz;Vonovia
29.06.2006;36,84;122,49;30,84;34,38;39,35394;38,44;144,37233;75,41633;38;74,93324;52,95;14,15;20,63;11,56774;28,34958;14,25684;29,52378;81,28064;28,99764;7,81042;60,2;34,43508;105,43;19,36;63,35888;40,745;67,5;26,14;37,9716;
28.06.2006;35,87;118,87;29,945;33,32;37,962;37,6;142,07157;74,459;37,01;72,96635;52,075;14,2;20,39;11,43703;27,63257;13,77621;28,51146;79,76742;28,92771;7,62318;59;33,69708;103,82;18,89;61,92367;40,0025;65,95;25,18;36,98752;
27.06.2006;36,42;118,63;30,06;32,76;38,32497;37,49;144,0063;74,95217;37,32;72,801;52,045;14,17;20,24;11,5584;27,3568;14,0859;28,44819;79,5921;29,23074;7,72126;59,76;33,8496;103,19;19,26;61,35556;40,265;66,3;25,06;36,82848;
26.06.2006;36,57;119,88;30,38;33,02;38,91105;37,93;145,62728;77,15693;37,73;73,71482;52,55;14,2;20,62;11,65177;27,57742;14,18025;28,8711;79,72128;29,4372;7,83716;59,2673;34,33176;103,95;19,35;61,96353;40,875;66,79;25,13;37,52429;
23.06.2006;37;120,05;30,455;33,15;39,51045;38,13;144,89522;78,5204;37,83;73,88017;52,05;14,2;20,59;11,68911;27,44764;14,08257;29,06091;78,79858;29,67363;7,76584;59,06675;34,23828;103,59;19,06;62,44194;40,95;67,9;25,8;37,76286;
22.06.2006;36,88;121,42;30,36;33,5;39,51045;38,17;146,0456;77,5534;38,02;73,88888;52,705;14,08;20,69;11,67044;27,17511;13,4532;28,35828;78,37414;29,72358;7,8015;59,019;36,47196;104,46;19,22;62,36221;40,95;67,98;25,1;37,32549;
21.06.2006;36,72;119,62;30,23;33,1;38,88774;38,13;144,0063;77,41802;37,91;73,63649;50,85;14,15;20,35;11,64243;27,0356;13,209;28,0719;78,52177;29,59704;7,68559;58,93305;36,039;103,75;19,15;62,51171;40,8125;68,5;24,58;37,1565;
20.06.2006;36,86;119,34;30,05;32,73;38,47482;38,48;141,75783;77,11825;37,99;73,23615;50,825;14,13;20,36;11,6611;27,05182;13,18902;28,08855;78,56791;28,83114;7,65884;58,91395;36,1128;103,39;19,06;62,50174;40,9325;68,32;24,55;37,81256;
19.06.2006;36,74;118,15;29,73;32,88;37,71891;38,24;140,03227;76,35432;37,4;72,28752;50,46;14,07;20,25;11,67044;26,65276;13,0758;27,78552;77,1654;28,24839;7,62318;58,255;35,8668;102,5;18,45;61,43529;40,9;66,99;24,1;37,57399;
16.06.2006;36,49;115,01;29,855;33,19;36,81648;37,9;140,3983;75,20359;37,25;71,59997;50,405;13,99;20,37;11,67977;26,64303;12,80718;27,72891;75,82749;28,4715;7,58752;58,74205;35,81268;100,25;17,7;61,84393;40,0525;62,81;23,87;37,04716;
15.06.2006;36,67;116,11;30,02;33,31;37,37592;37,75;140,76432;76,7798;37,54;72,90543;50,675;13,99;20,41;11,81982;27,06805;13,1646;28,51479;76,85168;28,52145;7,59643;58,22635;36,3096;101,71;17,88;62,82068;39,625;63,16;24,15;37,46465;
14.06.2006;35,86;111,69;29,58;32,66;35,27469;36,56;134,80328;73,92715;37,06;71,51294;47,375;13,81;20,64;11,82916;26,67547;12,54189;27,4725;73,22547;28,50147;7,32895;57,1281;35,70936;99,4;17,43;62,41204;38,4875;61,37;22,9;35,68535;
13.06.2006;35,43;111,2;29,485;30,56;35,298;36,96;129,78345;74,21725;37,15;71,17353;47,205;13,72;20,82;11,87584;26,87014;12,42645;27,46584;73,03171;28,81116;7,41811;56,31635;33,6774;98,46;17,84;62,67118;39,1125;61,6;23,26;36,40105;
12.06.2006;36,6;114,24;29,96;32,28;35,80083;38,04;136,58113;76,90551;37,88;73,23615;49,835;13,84;21,05;12,01588;27,22378;12,987;28,22175;75,26464;29,05425;7,55185;57,78705;35,41416;99,92;18,65;63,32898;39,1575;62,26;24,11;36,21219;
09.06.2006;36,67;116,1;30,555;33,1;35,964;38,34;138,72502;77,12792;38,15;74,09775;50;13,87;21,17;12,14659;27,66826;13,22343;28,77453;75,7629;29,03427;7,6321;58,255;36,3834;101,75;18,85;63,89709;39,15;63,65;24,31;36,67937;
08.06.2006;36,26;113,6;30,43;33,59;35,58105;37,5;136,63342;74,41065;37,5;72,66175;48,6;13,6;21;11,95053;27,11347;13,20345;28,305;74,85865;28,69794;7,36462;57,4146;35,67;99,68;18,54;63,11968;38,845;62,64;23,93;35,88416;
07.06.2006;36,96;117,58;31,305;34,59;37,21275;37,75;142,64676;77,8435;38,37;74,74177;49,76;13,69;21,3;12,04389;28,53127;13,542;29,12418;78,52177;28,66464;7,66776;59,2673;36,45228;102,16;19,5;64,9137;40,125;64,66;25,51;36,69926;
06.06.2006;37,74;117,01;31,08;34,03;37,34595;37,88;142,59447;78,07558;38,33;74,56771;49,13;13,55;21,06;11,77314;28,00568;13,49427;28,79784;79,53674;28,34829;7,68559;59,39145;38,3514;102,02;19,3;63,99676;39,7925;64,03;25,43;36,908;
05.06.2006;38,67;120,35;31,345;34,25;37,8288;39,06;149,07841;81,228;40,01;76,14297;51,12;13,79;21,03;11,92252;28,41447;13,73403;29,2041;82,87691;28,81116;7,98874;60,40375;39,64536;104,15;20,01;64,16619;40,795;65,23;27,03;37,9716;
02.06.2006;38,86;120,65;31,575;34,53;38,295;39,45;150,54253;82,95893;40,64;77,16122;52,65;13,85;21,28;12,13726;28,76162;13,9305;29,49714;84,48241;29,22408;8,14031;60,90035;39,90612;104,85;19,89;64,47516;41,2875;66,53;27,25;38,8364;
01.06.2006;38,5375;120,83;31,61;34,85;37,48914;39,71;151,53604;82,3884;40,79;78,84961;53,26;13,64;21,17;12,0719;29,15744;13,97046;29,30733;84,75922;29,31399;8,06898;60,5661;39,64044;105,54;19,98;65,63131;41,61;66,99;27,69;38,86622;
31.05.2006;38,7;121,4;31,75;35,04;37,296;40,14;153,20931;82,41741;41;77,93579;50,71;13,64;21,16;11,82916;29,19962;13,64634;29,11086;85,22057;29,25072;7,855;61,62615;39,4092;105,75;20,2;66,41869;40,9675;67,12;26,75;39,04514;
30.05.2006;38,4875;118,44;31,505;35,2;37,7955;40,03;150,96085;82,10797;40,38;76,89143;50,815;13,5;20,97;11,53039;28,541;13,542;28,90107;81,8804;29,08422;7,72126;61,68345;39,27144;103,56;20,15;65,07317;41,085;66,35;26,78;38,60778;
29.05.2006;39,4575;122;32,275;35,82;38,75787;40,98;157,18334;84,58349;41,3;79,30217;52,445;13,6;21,31;11,65177;29,34886;13,69185;29,41389;84,26096;29,71026;7,93524;62,12275;40,03896;106,2;20,31;66,06985;42;68,2;27,61;39,5521;
26.05.2006;39,2625;123,01;32,495;36,13;38,98098;41,36;156,45128;84,72854;41,52;79,73732;51,9;13,61;21,04;11,73579;29,75117;13,9305;29,7036;83,00609;29,95335;7,92632;63,03955;40,0242;107,22;20,58;67,0466;42,2525;68,46;27,54;39,26383;
25.05.2006;39;121,54;32,25;35,02;38,51145;39,64;153,36618;82,9686;41,24;78,41446;48,875;13,73;20,99;11,51172;29,39428;13,653;29,42055;80,94847;29,36727;7,86391;60,7762;39,33048;106,2;20;65,74095;41,7875;68;26,29;38,95568;
24.05.2006;38,2675;119,8;31,48;33,97;36,7965;39,06;149,39215;81,228;40,44;76,84791;50,085;13,11;20,64;11,50238;28,30741;13,09689;28,86111;80,035;29,29068;7,73909;60,74755;39,2862;104,32;19,4;63,31902;41,2575;66,45;25,13;38,66742;
23.05.2006;39,1625;123,01;31,84;34,51;37,1961;39,63;151,53604;81,78886;40,7;78,06634;51,38;13,49;20,59;11,67977;28,46638;13,58529;29,24073;82,81233;29,637;7,90849;61,8267;38,73516;107,05;19,12;64,27583;42,07;68,5;25,93;38,90598;
22.05.2006;37,73;119,84;31,11;33,15;36,54675;39,17;149,02612;77,93053;39,63;76,74348;50,65;13,42;20,08;11,6611;27,69422;13,30779;28,34829;78,49409;29,61702;7,62318;59,69705;38,38092;104,88;18,65;62,97018;41,0275;67,04;23,98;37,71316;
19.05.2006;39,475;123,38;31,895;33,72;38,21841;39,93;154,25511;81,79853;40,48;79,19774;55,37;13,66;20,64;11,77314;27,9343;13,44876;29,03094;82,64624;30,07656;7,76584;62,075;40,02912;107;19,97;63,30905;41,215;68,56;25,88;37,95172;
18.05.2006;39,4875;123,64;31,775;34,16;38,86443;39,86;150,43795;82,31104;40,75;78,06634;53,75;13,34;21,18;11,82916;28,12897;13,6197;29,74023;78,89085;30,10986;7,75692;62,02725;39,21732;107,13;19,94;63,93696;40,875;67,8;25,73;38,26981;
17.05.2006;39,5025;123,67;31,685;34,14;39,294;39;154,04595;81,85655;39,88;79,00627;54,735;14,33;21,09;11,7638;28,08679;14,03595;29,37726;80,82852;30,01995;7,8015;61,83625;40,46208;107,35;20,5;63,46852;40,48;67,25;25,74;38,76682;
16.05.2006;40,68;129,4;32,715;35,25;39,32397;40,99;162,15088;84,6125;41,62;82,12196;56,385;14,5;21,45;12,18394;29,1834;13,8528;30,24306;84,45473;30,55275;8,03332;63,24965;41,3772;110,61;20,83;65,58148;41,9575;70,09;26,58;39,84036;
15.05.2006;40,875;129,63;32,805;35,51;39,21408;40,85;164,24248;84,85425;41,27;82,38305;59,03;14,36;21,31;12,12792;29,06011;13,58973;30,0033;85,40511;30,58938;8,09573;63,8895;41,49036;110,62;21,4;65,38214;41,8275;69,98;27,38;40,50636;
12.05.2006;41,9875;130,8;33,125;36,48;39,57372;41,07;167,06613;86,26607;42;83,27076;61,54;14,46;21,63;12,08124;29,0666;13,5753;30,15315;89,23432;31,06557;8,05115;65,06415;42,74988;111,15;21,95;64,2858;41,765;70,76;29,09;41,79858;
11.05.2006;42,8775;134,51;33,975;36,61;41,3586;42,68;173,55007;90,06638;43,8;85,23765;62,025;14,88;22,1;12,36133;29,78037;14,21355;30,55941;92,50068;31,96467;8,35429;67,041;43,8372;113,28;22,58;66,60806;42,65;71,4;28,53;43,04111;
10.05.2006;42,875;135,39;33,89;36,61;41,00562;43,36;173,55007;91,0914;44,4;86,30813;59,865;15;23,29;12,6881;30,30596;14,652;30,98232;93,94009;31,71159;8,35429;66,85;43,173;113,65;22,8;68,16288;43,41;72,61;28,3;43,53812;
09.05.2006;43,2;136,85;34,42;36,52;40,8591;43,08;169,62833;91,3815;43,88;86,55181;60,595;15,13;22,36;12,83748;30,54604;14,8185;31,61502;93,5341;32,22774;8,63069;68,04375;43,66008;114,73;22,75;68,07318;43,945;73,41;28,86;43,5083;
08.05.2006;41,85;137,21;34;35,82;40,80249;42,4;166,22949;91,33315;43,56;86,33423;60,81;14,77;22,44;12,83748;30,67582;14,652;30,68595;95,6194;32,19444;8,87142;68,13925;42,83352;115,55;22,96;68,75092;44,205;73,95;28,58;41,93775;
05.05.2006;40,525;135,59;34,37;35,83;41,1255;42,81;165,75888;89,34113;43,39;85,98611;59,675;14,7;21,98;12,90284;30,50387;14,67975;31,0356;91,53184;32,01129;8,72876;67,041;41,9922;114,8;22,5;68,44195;44,3125;74,95;28,46;41,76876;
04.05.2006;41,38;131,07;34,505;35,76;39,83679;42,64;163,24897;91,3815;43,28;84,41956;56,5;14,7;21,79;12,88416;32,55757;14,69085;31,40856;90,37847;32,10786;8,61286;67,9387;42,066;111,2;21,82;69,45856;43,8;73,73;26,6;41,94769;
03.05.2006;41,3975;131,6;33,705;35,36;39,84678;42,26;165,81117;91,15909;42,58;83,16633;56,385;14,45;21,34;13,44435;31,73674;14,51325;31,2021;88,72683;31,69494;8,66635;68,02465;41,82;110,16;21,84;68,48181;43,0725;73,62;26,66;43,04111;
02.05.2006;41,8;133,92;34,375;35,96;39,96333;43,41;169,73291;91,7683;43,1;84,61973;56,69;14,82;21,31;13,52837;32,24287;14,84514;32,4342;89,04055;32,2011;8,65744;69,09425;41,65764;111,53;21,9;69,09976;43,6775;74,6;26,98;43,74686;
28.04.2006;41,8375;132,7;33,98;36,61;39,94335;43,11;171,77222;91,25579;43,46;84,69806;57,315;14,62;21,13;13,36965;31,31821;14,69751;31,67163;89,5019;31,74156;8,6396;67,7668;41,328;112,32;21,96;68,49178;43,3;75;26,13;43,73692;
27.04.2006;41,935;134,11;34,13;36,75;39,83679;44,18;171,24932;92,76431;44,83;84,5327;57,94;14,72;20,96;13,29496;31,1787;14,84403;32,08788;88,67147;31,58505;8,60394;68,10105;41,82;113,85;21,89;68,58148;44,25;77,34;26,5;46,41084;
26.04.2006;42;132,56;34,525;35,51;40,293;44,9;169,99436;93,93438;46,67;83,85387;58,355;14,57;20,93;13,25762;31,53234;14,874;31,88475;89,76948;31,6017;8,5237;69,66725;40,2948;112,54;21,81;70,1662;44,52;79,77;26,87;46,51024;
25.04.2006;41,8125;132,01;34,28;35,11;40,79916;44,29;165,75888;93,15111;45,8;83,55796;57,64;14,56;20,94;13,23895;31,81136;14,541;31,35195;88,14553;31,77153;8,42562;66,3343;40,1964;112,6;21,5;72,12966;44,3;77,96;27,63;46,36114;
24.04.2006;41,7625;132,2;34,735;35,28;40,293;44,5;164,1379;93,4122;45,5;82,76598;57,65;14,43;20,96;13,22027;31,84381;15,1182;31,64832;87,88718;31,74489;8,20272;65,895;39,975;112,85;20,73;72,84727;44,18;78,51;26,97;45,71503;
21.04.2006;42,0875;134,3;34,745;35;40,70259;45,01;168,11193;93,4122;46,41;83,62759;56,69;14,28;20,99;12,74412;31,66536;15,54;31,42854;89,34504;32,02128;8,27405;66,32475;38,66136;114,59;20,89;73,66454;44,6225;78,11;26,83;46,07287;
20.04.2006;41,9625;135,59;33,775;34,32;40,24305;45,4;168,89627;92,95771;46,35;83,44482;56,765;14,56;21,09;12,74412;31,08137;15,429;31,31865;88,96673;32,01462;8,33646;65,6276;38,35632;114,3;20,7;72,5682;45,375;77,35;25,61;46,02317;
19.04.2006;41,6875;133,95;32,685;33,69;39,81681;44,55;166,90926;92,59992;45,94;82,55711;56,35;14,47;20,93;12,71611;30,18267;15,318;31,19211;88,32084;32,06457;8,06898;65,80905;38,376;115,74;20,85;71,56155;45,8;77,21;25,32;44,85023;
18.04.2006;41,2675;133,2;32,145;33,31;39,05424;44,2;165,75888;89,8343;45,64;81,70421;55,86;14,32;20,73;12,62275;29,44944;15,0405;31,18212;86,76148;31,83147;7,81042;64,85405;38,5236;114,84;20,47;70,82401;45,0175;74,5;24,29;44,23393;
13.04.2006;41,8975;132,34;32,075;33,57;39,294;44,48;165,49743;90,59823;45,96;81,99141;55,87;14,26;20,79;12,63208;29,55975;14,98278;31,29867;85,63579;32,14449;7,90849;65,3602;38,8434;114,6;21,15;71,82069;45,6875;75,04;24,35;44,82041;
12.04.2006;41,6275;132,5;31,72;33,27;38,98098;44,46;166,12491;90,39516;47,44;81,9392;56,24;14,2;20,66;12,59474;29,4105;15,1515;31,05225;86,18018;31,968;7,67668;64,9209;38,18412;114,2;20,92;70,86388;45,84;75,04;24,28;44,90987;
11.04.2006;42,6225;133,04;31,8;33,41;39,08754;44,65;166,7001;89,89232;47,32;82,2264;55,41;14,33;20,75;12,66009;29,53704;15,21366;31,25205;86,47544;31,8015;7,5786;64,9018;38,77452;114,17;21,22;70,11637;45,73;75,07;24,37;44,48244;
10.04.2006;41,875;135,37;32,045;33,93;38,7945;44,56;172,55656;91,94236;48,16;84,21069;57,06;14,81;20,98;12,84682;29,67006;15,096;31,58838;87,70264;32,86377;7,73909;64,96865;37,35756;115,87;21,73;70,71438;46,86;76,96;24,92;45,46652;
07.04.2006;41,5;135,37;31,815;33,43;39,27402;44,06;173,60236;90,84965;46,89;83,91479;56,62;14,7;20,73;12,82815;29,20286;15,41901;31,94136;86,79839;32,84046;7,75692;64,77765;37,86924;115,81;21,85;69,20939;46,2225;76,75;24,55;44,89993;
06.04.2006;41,9975;137,79;32,24;33,69;39,59703;45,29;177,57639;92,27114;47,95;85,39431;57,225;14,78;20,99;12,90284;29,67006;15,4512;32,44086;89,03132;33,15015;7,81042;64,72035;38,56296;118,02;21,69;70,48514;46,0675;77,76;23,91;46,07287;
05.04.2006;42,14;139,03;32,15;33,52;40,07655;45,8;174,17755;93,18012;48,92;85,081;57,375;14,81;20,85;12,95885;29,65708;15,873;32,47749;89,13282;32,88708;7,72126;66,5635;38,63676;118,65;21,5;71,32235;44,45;77,3;23,65;46,32138;
04.04.2006;41,75;138,81;32,375;33,28;39,9933;45,69;173,9161;92,82233;48,03;83,93219;57,575;14,99;20,84;12,97753;29,58895;15,873;32,72724;88,67147;32,78718;7,75692;67,232;38,44488;117,76;21,16;71,45192;44,7525;77,2;23,96;47,07683;
03.04.2006;42,02;138,95;32,565;33,4;40,0599;46,08;173,07946;89,90199;48,12;82,93134;58,335;14,88;20,91;13,02421;29,57272;15,984;33,3;87,25974;32,73057;7,64101;68,187;38,49408;117,82;21,48;71,89046;45,1025;78,25;23,89;46,24186;
31.03.2006;40,7975;137,78;32,35;33,06;39,627;45,45;171,92909;87,85195;47,4;82,02623;59,5;14,77;20,69;12,9962;29,46241;15,63102;32,8338;86,91834;32,12451;7,58752;68,42575;38,58756;117;21,5;71,58149;44,7525;77,04;23,83;45,01921;
30.03.2006;40,575;139,53;32,67;33,09;39,80349;45,57;173,23633;88,22908;47,56;82,46138;59,875;14,69;20,91;13,03355;29,51432;15,4845;32,16114;86,27245;31,5684;7,53402;69,03695;38,991;118,58;21,4;70,14627;44,45;77,29;23,96;44,90987;
29.03.2006;40,7275;137,69;32,2;32,76;39,08088;44,88;172,39969;87,1267;47,2;81,32128;59,935;14,59;21,18;13,00554;29,17366;15,2625;32,1678;85,38666;31,18212;7,33787;67,5567;38,7204;118,23;21;68,99012;43,25;75,91;23,5;44,18423;
28.03.2006;40,76;135,55;32,155;34,08;39,20409;44,61;172,24282;87,38779;46,28;81,19944;59,685;14,44;21,16;12,9962;29,15744;15,29802;32,21775;85,11908;31,20543;7,38245;68,40665;38,61216;116,9;20,83;68,69112;43,0625;75,17;23,04;43,98543;
27.03.2006;41,1725;135,5;32,36;34,78;39,76686;44,85;171,51077;87,30076;46,24;81,80865;59,475;14,29;21,25;13,08956;29,56948;15,09822;32,18445;85,59888;31,31865;7,44486;68,5117;39,0648;117;21,6;69,64793;42,8625;74,72;23,07;44,43274;
24.03.2006;41,13;135,85;32,975;35,42;39,99663;46,01;171,30161;86,4498;46,85;82,67895;59,95;14,49;21,14;13,19226;30,17294;15,46674;32,634;86,66921;31,7682;7,53402;69,0274;39,84708;117,18;21,52;70,70441;43,48;75,27;23,2;44,77071;
23.03.2006;41,25;136,3;32,15;34,75;40,26636;45,45;167,32758;86,063;46,59;82,33083;58,64;14,49;21,07;13,19226;30,15996;15,24141;32,4342;84,62082;31,65831;7,96199;69,1611;39,60108;115,09;21,87;70,95358;43,7175;75,36;22,98;44,20411;
22.03.2006;40,875;136,51;32,02;33,75;40,30299;44,97;162,36004;87,61987;46,97;82,47878;57,71;13,78;20,94;13,13625;30,45196;15,2958;32,6673;85,64501;31,79151;7,32895;69,7341;40,7622;115,65;21,71;71,06321;43,575;75,7;22,88;44,23393;
21.03.2006;41,0125;136,65;31,66;32,97;40,44951;42,73;163,98103;85,9663;46,06;82,60063;57,215;13,82;20,67;13,0989;30,43249;15,318;33,0336;84,77768;31,51179;7,46269;69,28525;40,26036;114,82;21,75;71,58149;43,6625;76,23;23;42,51428;
20.03.2006;41,05;134,68;31,74;33,14;40,74588;42,72;162,46462;86,063;46,18;83,02708;58,625;13,64;20,78;13,02421;30,25729;14,75967;32,47083;84,41782;31,51179;7,3557;68,84595;39,35508;114,76;21,93;71,66122;43,75;76,38;22,74;42,89201;
17.03.2006;40;134,9;31,39;33;40,9923;42,3;163,35355;83,77121;46,64;82,2438;58,875;13,7;20,92;13,02421;30,27351;14,985;32,69727;84,39937;31,38525;7,39136;67,7095;39,3108;112,5;22,15;71,35225;43,575;75,98;22,92;42,07691;
16.03.2006;38,9975;134,65;31,71;32,99;40,626;42,72;154,62114;84,9026;47,79;81,82606;58,605;13,8;20,78;13,05222;30,66933;15,207;32,93037;84,29787;31,72491;7,42703;67,01235;38,45472;112,43;21,42;71,26255;43,625;76,75;22,87;42,41488;
15.03.2006;39;136,84;31,4;33,46;41,17878;42,7;156,50357;84,78656;47,82;81,75643;56,99;13,78;21,12;13,08956;30,62391;14,874;32,58405;83,91034;31,67496;7,32004;67,614;37,9578;113,29;21,11;70,29577;43,6625;76,37;22,21;42,5938;
14.03.2006;39,4375;135,15;31,28;33,58;39,30732;41,87;156,55586;83,31672;47,62;81,98271;57,1;13,76;21,11;13,19226;30,03667;14,81628;32,1012;83,80884;31,11552;7,15063;68,0151;37,66752;113,8;20,36;70,00673;43,395;76,3;22;42,07691;
13.03.2006;39,75;133,72;31,2;33,18;38,961;40,71;155,92839;83,02662;47,39;81,36479;55,95;13,73;22,71;13,19226;29,77063;14,7519;32,02128;82,95073;31,08222;7,12388;67,3275;39,3354;114,2;20,37;70,21604;43,4125;76,33;22,08;40,96361;
10.03.2006;39,6225;131,73;31,41;32,68;37,77885;40,56;155,51007;83,08464;47,23;81,20814;52,025;13,88;22,52;13,15492;29,83228;14,67309;31,635;81,79736;31,1022;7,1328;69,05605;41,18532;113,25;20,1;70,27584;43,3625;76,41;22,13;40,77474;
09.03.2006;39,8;129,85;31,26;32,51;37,76886;40,32;151,17001;82,24335;46,5;78,54501;51,225;13,68;22,49;13,01487;29,4105;14,47995;30,7359;81,87117;30,80916;7,09714;68,6836;41,082;110,86;20,21;69,09976;43,3275;75,99;21,44;40,54612;
08.03.2006;39,5375;128,58;31,075;31,7;37,64232;39,16;150,54253;81,27635;45,29;77,80525;50,425;13,56;22,39;12,9962;29,7025;14,319;30,33963;81,4375;30,48615;7,05256;67,4994;40,836;110,03;20,2;69,7177;42,575;74,44;21,31;40,35725;
07.03.2006;39,875;132,31;31,155;32,45;37,73223;39,24;154,46427;83,5488;45,93;78,40576;50,29;13,79;21,85;13,07089;29,94259;14,56875;30,5694;82,13875;30,5361;7,12388;69,333;40,959;112,22;20,72;69,9569;43,14;75,32;22,03;41,40097;
06.03.2006;40,2725;134,05;30,825;32,41;38,0619;39,37;158,64746;83,40375;45,92;79,72862;51,475;13,84;21,62;13,03355;29,6149;14,57985;30,87243;83,27368;30,74922;7,09714;67,27975;41,205;111,6;20,65;70,2858;43,35;75,64;22,2;41,56996;
03.03.2006;39,625;133,37;31,15;33,8;37,962;39,28;156,8696;83,65517;45,09;79,98101;51,705;13,76;21,76;12,73478;29,27424;14,541;31,31865;82,51706;30,6027;7,12388;62,56205;40,94424;110,39;20,33;70,0167;42,88;75,24;21,14;40,7151;
02.03.2006;38,75;135,31;31,695;34,35;38,1285;39,64;158,33372;84,11933;46,27;81,24295;52,28;13,88;21,94;12,69744;29,78685;14,4855;30,24639;83,00609;30,7359;7,11497;62,1896;40,93932;112,39;20,09;70,94361;42,8625;76,25;21,1;40,62564;
01.03.2006;41,25;137,9;31,935;34,08;38,961;40,49;162,25546;85,3861;47,43;82,26121;53,13;14,09;22,11;12,54806;30,35138;14,63535;29,92671;83,043;30,74589;7,1328;63,26875;41,38704;115,52;19,97;71,66122;43,3125;77,69;21,51;42,17631;
28.02.2006;41,005;135,4;31,63;33,79;37,96533;40,34;159,69326;83,02662;46,5;80,45968;52,79;13,86;21,91;12,36133;30,13725;14,57874;30,0366;83,2829;30,77919;6,90098;63,45975;41,328;113,75;19,75;71,62135;42,7625;77;21,25;42,98147;
27.02.2006;41,63;137,42;32,09;34,68;38,28834;40,01;165,39285;85,56983;47,84;82,30472;53,185;13,96;22,29;12,42668;31,01324;14,47995;30,21975;84,72231;30,92238;7,01689;62,9536;41,9676;115,87;20;73,88381;43,8125;79,25;21,62;43,58782;
24.02.2006;41,6775;135,82;31,78;34,43;38,50479;39,76;164,66079;84,8059;47,17;82,34824;53,08;13,97;22,28;12,50137;30,74071;14,40003;29,96001;83,41208;31,08888;7,05256;62,5525;42,4842;114,32;20,25;73,00674;43,66;78,1;21,51;43,19021;
23.02.2006;41,9475;134,99;31,495;34,4;38,58804;39,54;162,77836;84,17735;46,96;82,26121;52,6;13,93;22,31;12,47336;30,91915;14,32011;29,82681;82,92305;30,91905;7,08822;62,266;42,08076;115,45;20,2;72,3589;43,4875;78,57;21,01;43,04111;
22.02.2006;41,97;134,49;31,575;34,65;37,7955;39,6;163,40584;82,65916;47,53;81,35609;52,84;13,86;22,3;12,44536;31,1787;14,541;30,57606;81,52055;30,52278;7,11497;63,0109;42,4842;115,72;19,7;74,39212;43,0975;77,75;21,2;42,90195;
21.02.2006;41,775;132,76;31,5;34,32;35,95068;39,28;161,0005;81,91457;47,27;80,56411;52,795;13,61;22;12,60407;31,02622;14,2413;30,61935;77,55294;30,22974;7,23088;61,30145;41,82492;113,82;20,2;71,45192;42,6825;75,97;20,73;42,395;
20.02.2006;41,6125;133,8;31,45;34,66;35,70759;39,63;159,58868;80,3577;48;79,79825;52,54;13,65;21,91;12,70677;30,31569;14,15361;30,78585;76,86091;30,59937;7,27546;61,7694;41,90364;114,84;20,59;70,06653;42,76;76,26;20,53;42,82242;
17.02.2006;41,875;134,3;31,45;34,93;36,22707;39,6;158,80433;80,40605;48,34;79,31958;53,07;13,73;21,99;12,71611;30,15023;14,208;30,89241;77,03622;30,8358;7,31112;62,29465;41,5248;115,76;20,45;69,8074;42,5625;76,8;20,23;42,96159;
16.02.2006;42,575;133,65;31,735;35,07;35,21475;39,59;154,8303;80,63813;48,33;78,74518;51,995;13,92;22,08;12,72545;30,27027;14,1525;30,86577;77,49757;30,88908;7,28437;62,42835;41,082;116,75;20,05;69,38879;42,5075;76,65;20,29;41,83834;
15.02.2006;42,495;131,84;31,72;34,93;35,17812;39,58;154,77801;81,3247;50,09;77,80525;51,075;14,08;22,58;12,72545;29,9361;13,875;30,969;76,76864;29,99997;7,31112;62,10365;40,836;113,94;20,24;68,29245;42,225;76,02;20,28;41,31151;
14.02.2006;42,375;132,65;32,1;34,9;34,6653;40,05;152,32039;82,80421;49,9;78,64074;51,15;13,88;23,43;12,75346;29,86148;13,7862;30,9357;76,19657;29,53044;7,20413;62,50475;41,082;112,85;20,6;67,5848;41,75;75,15;20,2;41,63954;
13.02.2006;42,245;132,3;31,905;34,56;34,632;40,63;153,83679;83,5488;50;78,40576;50,14;13,7;23,4;12,5854;29,91988;14,12031;31,16547;76,95318;29,62035;7,1328;63,03;41,39688;113,3;21,05;67,53497;41,5525;75;20,5;41,55008;
10.02.2006;42,35;131,66;31,86;34,26;34,64865;39,59;152,16352;81,1313;48,04;77,3875;49,235;13,47;23,15;12,55739;29,91339;14,208;30,9357;76,72251;29,58039;7,11497;63,26875;42,2136;112,53;20,96;67,57484;41,8525;74,16;19,78;39,76084;
09.02.2006;42,5;132,38;32,255;34,27;34,51878;39,15;154,41198;80,95724;47,87;78,83221;49,965;13,62;23,38;12,66009;30,20214;14,319;30,78918;76,9255;29,61702;7,17738;63,03955;42,54324;113,26;20,7;68,49178;42,125;75,95;20;36,43087;
08.02.2006;41,8375;130,86;31,93;33,5;34,5987;38,74;151,7452;79,3907;47,17;77,76173;50,37;13,65;23,01;12,45469;29,87121;14,5299;30,72591;74,20353;29,88009;7,1328;62,54295;42,50388;110,61;20;67,6147;41,695;74,32;20,14;35,82452;
